shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
[@12.0.11838882@]10_20251005,-41.278459,174.774463,358,6279.300358206911
[@12.0.11838882@]10_20251005,-41.278525,174.774576,359,6291.259584887034
[@12.0.11838882@]10_20251005,-41.278587,174.774712,360,6304.551223053418
[@12.0.11838882@]10_20251005,-41.278592,174.774723,361,6305.625294824438
[@12.0.11838882@]10_20251005,-41.278628,174.774836,362,6315.880957923038
[@12.0.11838882@]10_20251005,-41.278664,174.774972,363,6327.929905869574
[@12.0.11838882@]10_20251005,-41.278678,174.775015,364,6331.846495732894
[@12.0.11838882@]10_20251005,-41.278718,174.775205,365,6348.3349514617
[@12.0.11838882@]10_20251005,-41.278791,174.775625,366,6384.358412382311
[@12.0.11838882@]10_20251005,-41.278866,174.776309,367,6442.121452743078
[@12.0.11838882@]10_20251005,-41.278902,174.776631,368,6469.325050448859
[@12.0.11838882@]10_20251005,-41.278904,174.77665,369,6470.930554235692
[@12.0.11838882@]10_20251005,-41.278913,174.776718,370,6476.70056685849
[@12.0.11838882@]10_20251005,-41.27893,174.77678,371,6482.214999761698
[@12.0.11838882@]10_20251005,-41.278957,174.776839,372,6487.987354902743
[@12.0.11838882@]10_20251005,-41.278985,174.776871,373,6492.092694810067
[@12.0.11838882@]10_20251005,-41.279013,174.776897,374,6495.890111973916
[@12.0.11838882@]10_20251005,-41.279056,174.776917,375,6500.954719144824
[@12.0.11838882@]10_20251005,-41.279111,174.776931,376,6507.181499129008
[@12.0.11838882@]10_20251005,-41.279211,174.776951,377,6518.426439406241
[@12.0.11838882@]10_20251005,-41.279338,174.776976,378,6532.701520986559
[@12.0.11838882@]10_20251005,-41.279387,174.776992,379,6538.311554235685
[@12.0.11838882@]10_20251005,-41.279504,174.777043,380,6552.001361615547
[@12.0.11838882@]10_20251005,-41.279596,174.777072,381,6562.514790675393
[@12.0.11838882@]10_20251005,-41.279653,174.776931,382,6575.893614650468
[@12.0.11838882@]10_20251005,-41.2798806,174.7764955,383,6620.220226115688
[@12.0.11838882@]10_20251005,-41.27988882087825,174.7764998049664,384,6621.202245830181
[@12.0.11838882@]10_20251005,-41.2798806,174.7764955,385,6622.1842655446735
[@12.0.11838882@]10_20251005,-41.279963,174.776338,386,6638.220767669446
[@12.0.11838882@]10_20251005,-41.27999,174.776293,387,6643.033535141811
[@12.0.11838882@]10_20251005,-41.280017,174.776254,388,6647.4650981939685
[@12.0.11838882@]10_20251005,-41.280051,174.776219,389,6652.24498156008
[@12.0.11838882@]10_20251005,-41.280181,174.776099,390,6669.838030452471
[@12.0.11838882@]10_20251005,-41.280276,174.776029,391,6681.912757173249
[@12.0.11838882@]10_20251005,-41.280381,174.775984,392,6694.178914262459
[@12.0.11838882@]10_20251005,-41.2805,174.775948,393,6707.748372258406
[@12.0.11838882@]10_20251005,-41.280603,174.775945,394,6719.204132577739
[@12.0.11838882@]10_20251005,-41.280697,174.775955,395,6729.6896636933325
[@12.0.11838882@]10_20251005,-41.280836,174.775968,396,6745.183637620109
[@12.0.11838882@]10_20251005,-41.281079,174.776008,397,6772.41008589498
[@12.0.11838882@]10_20251005,-41.281214,174.776031,398,6787.544174975111
[@12.0.11838882@]10_20251005,-41.281334,174.776051,399,6800.991871498088
[@12.0.11838882@]10_20251005,-41.281405,174.776061,400,6808.9307669334685
[@12.0.11838882@]10_20251005,-41.281568,174.776084,401,6827.157380382402
[@12.0.11838882@]10_20251005,-41.281728,174.776107,402,6845.052142167319
[@12.0.11838882@]10_20251005,-41.281819,174.776119,403,6855.220431301871
[@12.0.11838882@]10_20251005,-41.281891,174.776129,404,6863.269813696233
[@12.0.11838882@]10_20251005,-41.281967,174.776128,405,6871.720666769648
[@12.0.11838882@]10_20251005,-41.282036,174.776106,406,6879.61059487223
[@12.0.11838882@]10_20251005,-41.282208,174.776035,407,6899.635445350115
[@12.0.11838882@]10_20251005,-41.282513,174.775894,408,6935.538237333773
[@12.0.11838882@]10_20251005,-41.282748,174.775785,409,6963.210897149747
[@12.0.11838882@]10_20251005,-41.2829507,174.7756842,410,6987.272487200044
[@12.0.11838882@]10_20251005,-41.28296301740423,174.77570891360472,411,6989.749919945876
[@12.0.11838882@]10_20251005,-41.2829507,174.7756842,412,6992.227352691709
[@12.0.11838882@]10_20251005,-41.28309,174.775615,413,7008.760842151315
[@12.0.11838882@]10_20251005,-41.283244,174.775548,414,7026.7765752184205
[@12.0.11838882@]10_20251005,-41.283292,174.775534,415,7032.240107100887
[@12.0.11838882@]10_20251005,-41.283651,174.775511,416,7072.205329418264
[@12.0.11838882@]10_20251005,-41.284006,174.775496,417,7111.699380752471
[@12.0.11838882@]10_20251005,-41.284171,174.775446,418,7130.51624379123
[@12.0.11838882@]10_20251005,-41.284252,174.775443,419,7139.526611328948
[@12.0.11838882@]10_20251005,-41.28445,174.775453,420,7161.55899532791
[@12.0.11838882@]10_20251005,-41.284725,174.775487,421,7192.26939607994
[@12.0.11838882@]10_20251005,-41.284954,174.77556,422,7218.453337810011
[@12.0.11838882@]10_20251005,-41.285011,174.7755851,423,7225.12993804971
[@12.0.11838882@]10_20251005,-41.2850002794407,174.77560946220586,424,7227.489995392481
[@12.0.11838882@]10_20251005,-41.285011,174.7755851,425,7229.850052735253
[@12.0.11838882@]10_20251005,-41.28514,174.775642,426,7244.961793108486
[@12.0.11838882@]10_20251005,-41.285235,174.775712,427,7257.036893030108
[@12.0.11838882@]10_20251005,-41.285286,174.775763,428,7264.131053737047
[@12.0.11838882@]10_20251005,-41.285315,174.775804,429,7268.835868172656
[@12.0.11838882@]10_20251005,-41.285325,174.775818,430,7270.449770467291
[@12.0.11838882@]10_20251005,-41.285357,174.775877,431,7276.52934521362
[@12.0.11838882@]10_20251005,-41.285367,174.775912,432,7279.657896150985
[@12.0.11838882@]10_20251005,-41.285371,174.775942,433,7282.203511394228
[@12.0.11838882@]10_20251005,-41.285375,174.776034,434,7289.903822307112
[@12.0.11838882@]10_20251005,-41.28547,174.776349,435,7318.2645801355875
[@12.0.11838882@]10_20251005,-41.285546,174.776577,436,7339.105447649757
[@12.0.11838882@]10_20251005,-41.285593,174.776718,437,7351.993609617562
[@12.0.11838882@]10_20251005,-41.285731,174.776648,438,7368.415792489578
[@12.0.11838882@]10_20251005,-41.285882,174.776571,439,7386.396723157462
[@12.0.11838882@]10_20251005,-41.286024,174.7765,440,7403.263999990695
[@12.0.11838882@]10_20251005,-41.286214,174.776395,441,7426.14008981284
[@12.0.11838882@]10_20251005,-41.286342,174.776325,442,7441.527831435627
[@12.0.11838882@]10_20251005,-41.286463,174.776243,443,7456.626445171243
[@12.0.11838882@]10_20251005,-41.286545,174.776197,444,7466.521613720573
[@12.0.11838882@]10_20251005,-41.286673,174.776126,445,7481.941535678106
[@12.0.11838882@]10_20251005,-41.287401,174.775714,446,7569.906985056326
[@12.0.11838882@]10_20251005,-41.287849,174.775464,447,7623.924493399585
[@12.0.11838882@]10_20251005,-41.287937,174.775415,448,7634.531801844705
[@12.0.11838882@]10_20251005,-41.2879741,174.7753937,449,7639.02396337643
[@12.0.11838882@]10_20251005,-41.28801096,174.7754582,450,7645.794397170393
[@12.0.11838882@]10_20251005,-41.2879741,174.7753937,451,7652.564830964355
[@12.0.11838882@]10_20251005,-41.288208,174.77526,452,7680.870876317343
[@12.0.11838882@]10_20251005,-41.288634,174.775032,453,7731.926987681683
[@12.0.11838882@]10_20251005,-41.289024,174.774808,454,7779.159343424869
[@12.0.11838882@]10_20251005,-41.289081,174.774771,455,7786.211454851939
[@12.0.11838882@]10_20251005,-41.289167,174.774704,456,7797.292497724579
[@12.0.11838882@]10_20251005,-41.289297,174.774768,457,7812.705404248648
[@12.0.11838882@]10_20251005,-41.289359,174.774831,458,7821.379406646865
[@12.0.11838882@]10_20251005,-41.289963,174.775355,459,7901.550619997745
[@12.0.11838882@]10_20251005,-41.290128,174.775489,460,7923.04379986767
[@12.0.11838882@]10_20251005,-41.290287,174.775636,461,7944.571337338903
[@12.0.11838882@]10_20251005,-41.29039,174.775744,462,7959.1518863558995
[@12.0.11838882@]10_20251005,-41.290461,174.775855,463,7971.331032636018
[@12.0.11838882@]10_20251005,-41.290763,174.776253,464,8018.589999851885
[@12.0.11838882@]10_20251005,-41.290993,174.776571,465,8055.467495901626
[@12.0.11838882@]10_20251005,-41.2910012,174.7765829,466,8056.816781864991
[@12.0.11838882@]10_20251005,-41.29096552,174.7766131,467,8061.517763457246
[@12.0.11838882@]10_20251005,-41.291001097943294,174.77658298578797,468,8066.205305417693
[@12.0.11838882@]10_20251005,-41.29121363623747,174.77689102107723,469,8101.146057625904
[@12.0.11838882@]10_20251005,-41.29131656388566,174.77700708579928,470,8116.146756681754
[@12.0.11838882@]10_20251005,-41.29149281786263,174.77728700505276,471,8146.659747944159
[@12.0.11838882@]10_20251005,-41.29165878210497,174.77759226885925,472,8178.14025606979
[@12.0.11838882@]10_20251005,-41.2923008156345,174.77871788786712,473,8296.210621403492
[@12.0.11838882@]10_20251005,-41.292432239387935,174.77888893475438,474,8316.650199445388
[@12.0.11838882@]10_20251005,-41.292432,174.778889,475,8316.650199445388
[@12.0.11838882@]10_20251005,-41.292475,174.779086,476,8333.78913412229
[@12.0.11838882@]10_20251005,-41.292789,174.77963,477,8391.101519786424
[@12.0.11838882@]10_20251005,-41.2929304,174.7798699,478,8416.575368538312
[@12.0.11838882@]10_20251005,-41.29289647,174.77989,479,8420.704786892029
[@12.0.11838882@]10_20251005,-41.2929304,174.7798699,480,8424.834205245746
[@12.0.11838882@]10_20251005,-41.292993,174.779976,481,8436.104764101598
[@12.0.11838882@]10_20251005,-41.293027,174.780046,482,8443.068780958933
[@12.0.11838882@]10_20251005,-41.293043,174.780084,483,8446.707422015686
[@12.0.11838882@]10_20251005,-41.293373,174.781082,484,8537.80329661115
[@12.0.11838882@]10_20251005,-41.293414,174.781205,485,8549.045030461093
[@12.0.11838882@]10_20251005,-41.293447,174.781299,486,8557.713836044753
[@12.0.11838882@]10_20251005,-41.293503,174.781469,487,8573.221473731435
[@12.0.11838882@]10_20251005,-41.293596,174.781768,488,8600.257243834823
[@12.0.11838882@]10_20251005,-41.29362,174.781888,489,8610.631736097183
[@12.0.11838882@]10_20251005,-41.293652,174.782058,490,8625.273352514272
[@12.0.11838882@]10_20251005,-41.293784,174.782662,491,8677.825836633685
[@12.0.11838882@]10_20251005,-41.2938057,174.7827687,492,8687.060960775092
[@12.0.11838882@]10_20251005,-41.29375246,174.7827796,493,8693.050175087235
[@12.0.11838882@]10_20251005,-41.2938057,174.7827687,494,8699.039389399379
[@12.0.11838882@]10_20251005,-41.29383,174.782888,495,8709.36599042658
[@12.0.11838882@]10_20251005,-41.293844,174.782951,496,8714.854210784917
[@12.0.11838882@]10_20251005,-41.293859,174.783023,497,8721.09617012643
[@12.0.11838882@]10_20251005,-41.293911,174.783297,498,8744.706288781412
[@12.0.11838882@]10_20251005,-41.293939,174.783508,499,8762.607093372146
[@12.0.11838882@]10_20251005,-41.293975,174.78365,500,8775.127057399817
[@12.0.11838882@]10_20251005,-41.294011,174.783749,501,8784.315708444226
[@12.0.11838882@]10_20251005,-41.294044,174.784,502,8805.604118479332
[@12.0.11838882@]10_20251005,-41.294117,174.783961,503,8814.351067280923
[@12.0.11838882@]10_20251005,-41.294134,174.783952,504,8816.387205395327
[@12.0.11838882@]10_20251005,-41.294142,174.783947,505,8817.364625460577
[@12.0.11838882@]10_20251005,-41.29418,174.783926,506,8821.940276783145
[@12.0.11838882@]10_20251005,-41.294201,174.783915,507,8824.448441354496
[@12.0.11838882@]10_20251005,-41.294222,174.783903,508,8826.988740305316
[@12.0.11838882@]10_20251005,-41.29446,174.783773,509,8855.595039443937
[@12.0.11838882@]10_20251005,-41.294576,174.783709,510,8869.557972467208
[@12.0.11838882@]10_20251005,-41.295076,174.783435,511,8929.683511053181
[@12.0.11838882@]10_20251005,-41.295202,174.783366,512,8944.83396823271
[@12.0.11838882@]10_20251005,-41.295379,174.783269,513,8966.118567655301
[@12.0.11838882@]10_20251005,-41.295719,174.783082,514,9007.025493860081
[@12.0.11838882@]10_20251005,-41.295767,174.78323,515,9020.49227772665
[@12.0.11838882@]10_20251005,-41.295796,174.783319,516,9028.59633874746
[@12.0.11838882@]10_20251005,-41.2959018,174.7836416,517,9058.002731577108
[@12.0.11838882@]10_20251005,-41.2958103,174.7836717,518,9068.483534155315
[@12.0.11838882@]10_20251005,-41.2959018,174.7836416,519,9078.964336733528
[@12.0.11838882@]10_20251005,-41.295916,174.783685,520,9082.91871360422
[@12.0.11838882@]10_20251005,-41.296091,174.784242,521,9133.356326588111
[@12.0.11838882@]10_20251005,-41.2962,174.784599,522,9165.54937713245
[@12.0.11838882@]10_20251005,-41.296237,174.784721,523,9176.5405876796
[@12.0.11838882@]10_20251005,-41.296347,174.785053,524,9206.853694668547
[@12.0.11838882@]10_20251005,-41.296371,174.785126,525,9213.51136949999
[@12.0.11838882@]10_20251005,-41.296402,174.785221,526,9222.164565913825
[@12.0.11838882@]10_20251005,-41.296417,174.785268,527,9226.43138277295
[@12.0.11838882@]10_20251005,-41.296439,174.785304,528,9230.30865541538
[@12.0.11838882@]10_20251005,-41.296461,174.785329,529,9233.522468588162
[@12.0.11838882@]10_20251005,-41.296483,174.785349,530,9236.485305838089
[@12.0.11838882@]10_20251005,-41.296518,174.785369,531,9240.722447505506
[@12.0.11838882@]10_20251005,-41.296554,174.785387,532,9244.998759085664
[@12.0.11838882@]10_20251005,-41.296579,174.785388,533,9247.781193265357
[@12.0.11838882@]10_20251005,-41.29661,174.785388,534,9251.227754689377
[@12.0.11838882@]10_20251005,-41.296658,174.785374,535,9256.691286571844
[@12.0.11838882@]10_20251005,-41.2968239,174.7852852,536,9276.57431045262
[@12.0.11838882@]10_20251005,-41.29687478,174.78538027,537,9286.326355729483
[@12.0.11838882@]10_20251005,-41.2968239,174.7852852,538,9296.078401006343
[@12.0.11838882@]10_20251005,-41.297183,174.785093,539,9339.115993311738
[@12.0.11838882@]10_20251005,-41.297202,174.785085,540,9341.334315581142
[@12.0.11838882@]10_20251005,-41.297501,174.784919,541,9377.358026691603
[@12.0.11838882@]10_20251005,-41.297812,174.784753,542,9414.616524092538
[@12.0.11838882@]10_20251005,-41.297838,174.784745,543,9417.585438963722
[@12.0.11838882@]10_20251005,-41.29786,174.784745,544,9420.031753846002
[@12.0.11838882@]10_20251005,-41.297888,174.78476,545,9423.38822813044
[@12.0.11838882@]10_20251005,-41.297925,174.78479,546,9428.206610344134
[@12.0.11838882@]10_20251005,-41.297945,174.784822,547,9431.684410123637
[@12.0.11838882@]10_20251005,-41.2983652,174.7861048,548,9548.591676675898
[@12.0.11838882@]10_20251005,-41.29829421,174.7861281,549,9556.7218306478
[@12.0.11838882@]10_20251005,-41.2983652,174.7861048,550,9564.8519846197
[@12.0.11838882@]10_20251005,-41.298383,174.786159,551,9569.794100941755
[@12.0.11838882@]10_20251005,-41.298471,174.786444,552,9595.53491076366
[@12.0.11838882@]10_20251005,-41.29867,174.787062,553,9651.704121483415
[@12.0.11838882@]10_20251005,-41.298859,174.787634,554,9703.905401161244
[@12.0.11838882@]10_20251005,-41.2990271,174.7881632,555,9751.902936485125
[@12.0.11838882@]10_20251005,-41.29898296999999,174.7881773,556,9756.949716753936
[@12.0.11838882@]10_20251005,-41.2990271,174.7881632,557,9761.996497022748
[@12.0.11838882@]10_20251005,-41.299061,174.78827,558,9771.681772090678
[@12.0.11838882@]10_20251005,-41.299074,174.788329,559,9776.818822812911
[@12.0.11838882@]10_20251005,-41.299124,174.788449,560,9788.282054751257
[@12.0.11838882@]10_20251005,-41.299163,174.788526,561,9796.04008600855
[@12.0.11838882@]10_20251005,-41.302096,174.792037,562,10234.65858738528
[@12.0.11838882@]10_20251005,-41.3021866,174.7921189,563,10246.836253547965
[@12.0.11838882@]10_20251005,-41.30220991,174.79209335,564,10250.195411938616
[@12.0.11838882@]10_20251005,-41.3021866,174.7921189,565,10253.554570329272
[@12.0.11838882@]10_20251005,-41.302367,174.792282,566,10277.80346519871
[@12.0.11838882@]10_20251005,-41.30241,174.792347,567,10285.037893731527
[@12.0.11838882@]10_20251005,-41.302433,174.792372,568,10288.340227784012
[@12.0.11838882@]10_20251005,-41.302526,174.792512,569,10303.951261486667
[@12.0.11838882@]10_20251005,-41.302602,174.792604,570,10315.373930819858
[@12.0.11838882@]10_20251005,-41.302728,174.792747,571,10333.785775588844
[@12.0.11838882@]10_20251005,-41.302815,174.792841,572,10346.245847223
[@12.0.11838882@]10_20251005,-41.302878,174.792896,573,10354.623865223311
[@12.0.11838882@]10_20251005,-41.30295,174.792943,574,10363.540723096185
[@12.0.11838882@]10_20251005,-41.303082,174.793016,575,10379.434966758789
[@12.0.11838882@]10_20251005,-41.303205,174.79308,576,10394.119608882547
[@12.0.11838882@]10_20251005,-41.303399,174.793188,577,10417.501879364549
[@12.0.11838882@]10_20251005,-41.303589,174.793306,578,10440.815051896698
[@12.0.11838882@]10_20251005,-41.303679,174.793377,579,10452.44803201792
[@12.0.11838882@]10_20251005,-41.303737,174.793441,580,10460.824974189272
[@12.0.11838882@]10_20251005,-41.303783,174.79349,581,10467.376206698684
[@12.0.11838882@]10_20251005,-41.303841,174.79358,582,10477.281389221233
[@12.0.11838882@]10_20251005,-41.303898,174.793756,583,10493.290891954635
[@12.0.11838882@]10_20251005,-41.3039269,174.7938427,584,10501.213308972106
[@12.0.11838882@]10_20251005,-41.30387144,174.7938613,585,10507.573274208742
[@12.0.11838882@]10_20251005,-41.3039269,174.7938427,586,10513.933239445378
[@12.0.11838882@]10_20251005,-41.303938,174.793876,587,10516.975620020112
[@12.0.11838882@]10_20251005,-41.304026,174.794143,588,10541.330952345486
[@12.0.11838882@]10_20251005,-41.304057,174.794235,589,10549.753496063182
[@12.0.11838882@]10_20251005,-41.304344,174.794022,590,10586.291181574
[@12.0.11838882@]10_20251005,-41.304445,174.793967,591,10598.42547442909
[@12.0.11838882@]10_20251005,-41.304623,174.793898,592,10619.040457483976
[@12.0.11838882@]10_20251005,-41.304842,174.793824,593,10644.164469053068
[@12.0.11838882@]10_20251005,-41.305434,174.793622,594,10712.120002525762
[@12.0.11838882@]10_20251005,-41.306021,174.793423,595,10779.474799432142
[@12.0.11838882@]10_20251005,-41.306479,174.793262,596,10832.147795419156
[@12.0.11838882@]10_20251005,-41.306799,174.79316,597,10868.736013251177
[@12.0.11838882@]10_20251005,-41.307259,174.793008,598,10921.43783293682
[@12.0.11838882@]10_20251005,-41.307451,174.792962,599,10943.130111073902
[@12.0.11838882@]10_20251005,-41.3074769,174.7929539,600,10946.088381913843
[@12.0.11838882@]10_20251005,-41.30749464,174.7930105,601,10951.211377751404
[@12.0.11838882@]10_20251005,-41.3074769,174.7929539,602,10956.334373588965
[@12.0.11838882@]10_20251005,-41.30756,174.792928,603,10965.824118321636
[@12.0.11838882@]10_20251005,-41.308103,174.792737,604,11028.27518072176
[@12.0.11838882@]10_20251005,-41.30849,174.792605,605,11072.697759656608
[@12.0.11838882@]10_20251005,-41.308771,174.7925067,606,11105.00427362418
[@12.0.11838882@]10_20251005,-41.30879333,174.7925706,607,11110.891801245623
[@12.0.11838882@]10_20251005,-41.308771,174.7925067,608,11116.779328867073
[@12.0.11838882@]10_20251005,-41.308882,174.792468,609,11129.538523391308
[@12.0.11838882@]10_20251005,-41.309272,174.79232,610,11174.632052748775
[@12.0.11838882@]10_20251005,-41.309597,174.792204,611,11212.046730464455
[@12.0.11838882@]10_20251005,-41.309653,174.792185,612,11218.472954469797
[@12.0.11838882@]10_20251005,-41.309666,174.792182,613,11219.940620587053
[@12.0.11838882@]10_20251005,-41.309705,174.792174,614,11224.32823992449
[@12.0.11838882@]10_20251005,-41.309745,174.792173,615,11228.777056350476
[@12.0.11838882@]10_20251005,-41.309785,174.792182,616,11233.287238660503
[@12.0.11838882@]10_20251005,-41.309828,174.792199,617,11238.273834472267
[@12.0.11838882@]10_20251005,-41.309866,174.792226,618,11243.06407716824
[@12.0.11838882@]10_20251005,-41.309896,174.792258,619,11247.339334820696
[@12.0.11838882@]10_20251005,-41.309925,174.792291,620,11251.581790853266
[@12.0.11838882@]10_20251005,-41.309974,174.792354,621,11259.156424537576
[@12.0.11838882@]10_20251005,-41.310241,174.792738,622,11302.861380238635
[@12.0.11838882@]10_20251005,-41.3103266,174.7928557,623,11316.544931828756
[@12.0.11838882@]10_20251005,-41.31025845,174.7929054,624,11325.185099060003
[@12.0.11838882@]10_20251005,-41.310329,174.792859,625,11333.935138474306
[@12.0.11838882@]10_20251005,-41.310458,174.79303,626,11354.177322225674
[@12.0.11838882@]10_20251005,-41.31066,174.79324,627,11382.675666724805
[@12.0.11838882@]10_20251005,-41.310864,174.793436,628,11410.649579388002
[@12.0.11838882@]10_20251005,-41.310927,174.793498,629,11419.360907333528
[@12.0.11838882@]10_20251005,-41.31101,174.793558,630,11429.86318610855
[@12.0.11838882@]10_20251005,-41.311108,174.79361,631,11441.593763614892
[@12.0.11838882@]10_20251005,-41.311159,174.793621,632,11447.338729944204
[@12.0.11838882@]10_20251005,-41.311267,174.793642,633,11459.474879530117
[@12.0.11838882@]10_20251005,-41.311426,174.793647,634,11477.159900145913
[@12.0.11838882@]10_20251005,-41.311509,174.793642,635,11486.398927139746
[@12.0.11838882@]10_20251005,-41.311572,174.793633,636,11493.444645571732
[@12.0.11838882@]10_20251005,-41.311608,174.79363,637,11497.45559723192
[@12.0.11838882@]10_20251005,-41.3116755,174.7936086,638,11505.171692877966
[@12.0.11838882@]10_20251005,-41.31169948,174.7936844,639,11512.041240469553
[@12.0.11838882@]10_20251005,-41.3116755,174.7936086,640,11518.91078806114
[@12.0.11838882@]10_20251005,-41.311741,174.793588,641,11526.395048369352
[@12.0.11838882@]10_20251005,-41.312012,174.793507,642,11557.278989485858
[@12.0.11838882@]10_20251005,-41.312114,174.793474,643,11568.951029273583
[@12.0.11838882@]10_20251005,-41.312333,174.793379,644,11594.562665629232
[@12.0.11838882@]10_20251005,-41.312715,174.793245,645,11638.488745975445
[@12.0.11838882@]10_20251005,-41.313012,174.793113,646,11673.30533578361
[@12.0.11838882@]10_20251005,-41.31338,174.792967,647,11716.003488294897
[@12.0.11838882@]10_20251005,-41.313707,174.79284,648,11753.879750219996
[@12.0.11838882@]10_20251005,-41.313989,174.792737,649,11786.395238629222
[@12.0.11838882@]10_20251005,-41.314088,174.792723,650,11797.465295868526
[@12.0.11838882@]10_20251005,-41.314173,174.792753,651,11807.24318420298
[@12.0.11838882@]10_20251005,-41.314445,174.792816,652,11837.942724458637
[@12.0.11838882@]10_20251005,-41.314654,174.792862,653,11861.497809578868
[@12.0.11838882@]10_20251005,-41.314732,174.792881,654,11870.315057342668
[@12.0.11838882@]10_20251005,-41.3149,174.792936,655,11889.552545567967
[@12.0.11838882@]10_20251005,-41.315096,174.793085,656,11914.649278851362
[@12.0.11838882@]10_20251005,-41.3151452,174.7931178,657,11920.768012714523
[@12.0.11838882@]10_20251005,-41.31511839,174.7931581,658,11925.263182726236
[@12.0.11838882@]10_20251005,-41.3151452,174.7931178,659,11929.758352737948
[@12.0.11838882@]10_20251005,-41.3153,174.793221,660,11949.00872036254
[@12.0.11838882@]10_20251005,-41.315456,174.79334,661,11969.0004627707
[@12.0.11838882@]10_20251005,-41.315597,174.793486,662,11988.862624459682
[@12.0.11838882@]10_20251005,-41.315933,174.79382,663,12035.48877622659
[@12.0.11838882@]10_20251005,-41.316033,174.793929,664,12049.859504314503
[@12.0.11838882@]10_20251005,-41.316195,174.7941,665,12072.847604386032
[@12.0.11838882@]10_20251005,-41.3161616,174.7941379,666,12077.727322381294
[@12.0.11838882@]10_20251005,-41.3161972,174.7941022,667,12082.681278306089
[@12.0.11838882@]10_20251005,-41.316315,174.79422,668,12099.063073633046
[@12.0.11838882@]10_20251005,-41.316359,174.794269,669,12105.44143462466
[@12.0.11838882@]10_20251005,-41.316413,174.79433,670,12113.315926455887
[@12.0.11838882@]10_20251005,-41.316493,174.794417,671,12124.801936430753
[@12.0.11838882@]10_20251005,-41.316705,174.794669,672,12156.40303041145
[@12.0.11838882@]10_20251005,-41.316948,174.794924,673,12190.8071374218
[@12.0.11838882@]10_20251005,-41.317004,174.795091,674,12206.08112391959
[@12.0.11838882@]10_20251005,-41.31704,174.795189,675,12215.191957897645
[@12.0.11838882@]10_20251005,-41.317072,174.795321,676,12226.77602548217
[@12.0.11838882@]10_20251005,-41.317099,174.795405,677,12234.407558622925
[@12.0.11838882@]10_20251005,-41.317112,174.795447,678,12238.2026016589
[@12.0.11838882@]10_20251005,-41.317122,174.79548,679,12241.176066593858
[@12.0.11838882@]10_20251005,-41.317128,174.795499,680,12242.8954203413
[@12.0.11838882@]10_20251005,-41.317164,174.795592,681,12251.632574990232
[@12.0.11838882@]10_20251005,-41.317193,174.795663,682,12258.381676131576
[@12.0.11838882@]10_20251005,-41.317215,174.795707,683,12262.79489738625
[@12.0.11838882@]10_20251005,-41.317247,174.795767,684,12268.940087584551
[@12.0.11838882@]10_20251005,-41.3172708,174.7958027,685,12272.927375606592
[@12.0.11838882@]10_20251005,-41.31716999999999,174.79587,686,12285.466042262598
[@12.0.11838882@]10_20251005,-41.3172708,174.7958027,687,12298.004708918605
[@12.0.11838882@]10_20251005,-41.317275,174.795809,688,12298.70876890424
[@12.0.11838882@]10_20251005,-41.317314,174.795865,689,12305.087129895854
[@12.0.11838882@]10_20251005,-41.317345,174.795909,690,12310.126761747098
[@12.0.11838882@]10_20251005,-41.317393,174.795965,691,12317.223462887676
[@12.0.11838882@]10_20251005,-41.317431,174.796008,692,12322.768862260176
[@12.0.11838882@]10_20251005,-41.317521,174.796088,693,12334.80171724074
[@12.0.11838882@]10_20251005,-41.317575,174.796131,694,12341.79736980776
[@12.0.11838882@]10_20251005,-41.317728,174.796284,695,12363.073922362712
[@12.0.11838882@]10_20251005,-41.31776,174.796314,696,12367.427516644708
[@12.0.11838882@]10_20251005,-41.317781,174.796335,697,12370.347456364978
[@12.0.11838882@]10_20251005,-41.317915,174.796499,698,12390.586300501654
[@12.0.11838882@]10_20251005,-41.31796,174.796564,699,12397.969323290432
[@12.0.11838882@]10_20251005,-41.318013,174.796651,700,12407.324197080308
[@12.0.11838882@]10_20251005,-41.318078,174.796762,701,12419.078568107529
[@12.0.11838882@]10_20251005,-41.318139,174.797098,702,12447.947369086549
[@12.0.11838882@]10_20251005,-41.318168,174.797255,703,12461.449576968698
[@12.0.11838882@]10_20251005,-41.318204,174.797453,704,12478.462895859117
[@12.0.11838882@]10_20251005,-41.318215,174.797527,705,12484.762346253943
[@12.0.11838882@]10_20251005,-41.318265,174.797775,706,12506.20703881352
[@12.0.11838882@]10_20251005,-41.318274,174.797823,707,12510.338639158594
[@12.0.11838882@]10_20251005,-41.318296,174.79794,708,12520.410746833411
[@12.0.11838882@]10_20251005,-41.318337,174.798158,709,12539.178691221045
[@12.0.11838882@]10_20251005,-41.31837,174.798331,710,12554.085669833834
[@12.0.11838882@]10_20251005,-41.318433,174.798649,711,12581.55122945241
[@12.0.11838882@]10_20251005,-41.318443,174.798698,712,12585.790497665344
[@12.0.11838882@]10_20251005,-41.3185341,174.7991518,713,12625.019167913537
[@12.0.11838882@]10_20251005,-41.31848387,174.7991619,714,12630.667626497065
[@12.0.11838882@]10_20251005,-41.3185341,174.7991518,715,12636.316085080589
[@12.0.11838882@]10_20251005,-41.318583,174.799395,716,12657.341657271894
[@12.0.11838882@]10_20251005,-41.318651,174.799731,717,12686.402910239109
[@12.0.11838882@]10_20251005,-41.318695,174.79995,718,12705.335329490146
[@12.0.11838882@]10_20251005,-41.318727,174.800128,719,12720.620523224316
