from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
WAIK,1501,2,120,KPL__0__6420__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116,280__0__405__UZM__706__1__706__1_20251116
WAIK,1501,2,120,KPL__0__6420__RAIL__Rail_Xmas_Sat_20251116,280__0__405__UZM__706__1__706__1_20251116
WAIK,1501,2,120,KPL__0__6420__RAIL__Rail_SaSu_+_Hol_20251116,280__0__405__UZM__706__1__706__1_20251116
WATE2,9165,2,0,HVL__0__3620__RAIL__Rail_MTuWThF-XHol_20251116,150__0__101__TZM__603__4__603__4_20251116
2002,PORI1,2,0,236__1__126__TZM__306__7__306__7_20251116,KPL__1__6313__RAIL__Rail_MTuWThF-XHol_20251116
2002,PORI1,2,0,236__1__126__TZM__306__8__306__8_20251116,KPL__1__6313__RAIL__Rail_MTuWThF-XHol_20251116
2002,PORI1,2,0,236__1__126__TZM__306__4__306__4_20251116,KPL__1__6313__RAIL__Rail_MTuWThF-XHol_20251116
8165,WATE1,2,0,130__1__710__TZM__406__4__406__4_20251116,HVL__1__3823__RAIL__Rail_Xmas_Day_20251116
2002,PORI1,2,0,230__1__708__TZM__307__1__307__1_20251116,KPL__1__6431__RAIL__Rail_Xmas_Sun+Hol_20251116
8580,UPPE,2,240,110__1__154__TZM__513__3__513__3_20251116,HVL__1__3833__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116
3000,3000,2,240,1__0__747__TZM__103__103_20251116,19__0__725__TZM__210__210_20251116
2600,PARE,2,240,236__1__136__TZM__322__322_20251116,KPL__1__6343__RAIL__Rail_MTuWThF-XHol_20251116
2600,PARE,2,240,236__1__136__TZM__322__6__322__6_20251116,KPL__1__6343__RAIL__Rail_MTuWThF-XHol_20251116
2600,PARE,2,240,236__1__136__TZM__322__7__322__7_20251116,KPL__1__6343__RAIL__Rail_MTuWThF-XHol_20251116
1006,PARA1,2,0,261__1__106__UZM__4013__1__4013__1_20251116,KPL__1__6233__RAIL__Rail_MTuWThF-XHol_20251116
UPPE,8579,2,240,HVL__0__3848__RAIL__Rail_Xmas_Sat_20251116,111__0__441__TZM__508__4__508__4_20251116
UPPE,8579,2,240,HVL__0__3848__RAIL__Rail_SaSu_+_Hol_20251116,111__0__441__TZM__508__4__508__4_20251116
UPPE,8579,2,240,HVL__0__3848__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116,111__0__441__TZM__508__4__508__4_20251116
8140,WATE1,2,0,170__0__447__TZM__605__605_20251116,HVL__1__3855__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
PORI2,2001,2,0,KPL__0__6442__RAIL__Rail_SaSu_+_Hol_20251116,226__0__431__TZM__301__4__301__4_20251116
PORI2,2001,2,0,KPL__0__6442__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116,226__0__431__TZM__301__4__301__4_20251116
PORI2,2001,2,0,KPL__0__6442__RAIL__Rail_Xmas_Sat_20251116,226__0__431__TZM__301__4__301__4_20251116
PORI2,2003,2,0,KPL__0__6446__RAIL__Rail_SaSu_+_Hol_20251116,220__1__434__TZM__304__6__304__6_20251116
PORI2,2003,2,0,KPL__0__6446__RAIL__Rail_Xmas_Sat_20251116,220__1__434__TZM__304__6__304__6_20251116
PORI2,2003,2,0,KPL__0__6446__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116,220__1__434__TZM__304__6__304__6_20251116
8140,WATE1,2,0,170__0__703__TZM__402__2__402__2_20251116,HVL__1__3819__RAIL__Rail_Xmas_Sun+Hol_20251116
WATE2,9165,2,0,HVL__0__4622__RAIL__Rail_MTuWThF-XHol_20251116,150__0__143__TZM__612__612_20251116
WATE2,9165,2,0,HVL__0__4622__RAIL__Rail_MTuWThF-XHol_20251116,150__0__143__TZM__612__1__612__1_20251116
WATE2,9165,2,0,HVL__0__3636__RAIL__Rail_MTuWThF-XHol_20251116,150__0__143__TZM__612__612_20251116
WATE2,9165,2,0,HVL__0__3636__RAIL__Rail_MTuWThF-XHol_20251116,150__0__143__TZM__612__1__612__1_20251116
SILV,8416,2,240,HVL__0__3832__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116,115__0__117__TZM__428__428_20251116
SILV,8416,2,240,HVL__0__2642__RAIL__Rail_MTuWThF-XHol_20251116,115__0__117__TZM__428__1__428__1_20251116
SILV,8416,2,240,HVL__0__2642__RAIL__Rail_MTuWThF-XHol_20251116,115__0__117__TZM__428__428_20251116
6720,7720,2,120,7__0__211__TZM__217__4__217__4_20251116,29__1__132__TZM__213__6__213__6_20251116
7700,7720,2,30,7__1__214__TZM__113__6__113__6_20251116,29__1__132__TZM__213__6__213__6_20251116
7700,7720,2,30,7__1__214__TZM__113__113_20251116,29__1__132__TZM__213__6__213__6_20251116
9001,PETO1,2,0,154__0__117__TZM__426__426_20251116,HVL__1__3829__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116
1501,WAIK,2,240,280__0__715__UZM__102__1__102__1_20251116,KPL__1__6443__RAIL__Rail_SaSu_+_Hol_20251116
1501,WAIK,2,240,280__0__415__UZM__702__1__702__1_20251116,KPL__1__6443__RAIL__Rail_SaSu_+_Hol_20251116
TAIT2,9297,2,0,HVL__0__3622__RAIL__Rail_MTuWThF-XHol_20251116,121__0__131__TZM__425__1__425__1_20251116
MELL,9150,2,240,MEL__0__5610__RAIL__Rail_MTuWThF-XHol_20251116,145__0__101__TZM__411__4__411__4_20251116
8165,WATE1,2,0,130__1__410__TZM__408__5__408__5_20251116,HVL__1__3819__RAIL__Rail_Xmas_Sat_20251116
1006,PARA1,2,0,260__1__120__UZM__4004__1__4004__1_20251116,KPL__1__6235__RAIL__Rail_MTuWThF-XHol_20251116
1006,PARA1,2,0,262__1__416__UZM__714__1__714__1_20251116,KPL__1__6447__RAIL__Rail_Xmas_Sat_20251116
8165,WATE1,2,0,130__1__174__TZM__615__615_20251116,HVL__1__3845__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116
1501,WAIK,2,240,280__0__415__UZM__702__1__702__1_20251116,KPL__1__6443__RAIL__Rail_Xmas_Sat_20251116
8165,WATE1,2,0,130__1__706__TZM__401__401_20251116,HVL__1__3819__RAIL__Rail_Xmas_Sun+Hol_20251116
2001,PORI1,2,0,220__0__741__TZM__308__2__308__2_20251116,KPL__1__6455__RAIL__Rail_SaSu_+_Hol_20251116
2001,PORI1,2,0,220__0__449__TZM__302__1__302__1_20251116,KPL__1__6455__RAIL__Rail_SaSu_+_Hol_20251116
2003,PORI1,2,0,220__1__448__TZM__311__311_20251116,KPL__1__6455__RAIL__Rail_SaSu_+_Hol_20251116
2003,PORI1,2,0,220__1__740__TZM__304__3__304__3_20251116,KPL__1__6455__RAIL__Rail_SaSu_+_Hol_20251116
2002,PORI1,2,0,230__1__724__TZM__303__303_20251116,KPL__1__6463__RAIL__Rail_SaSu_+_Hol_20251116
2002,PORI1,2,0,230__1__428__TZM__304__6__304__6_20251116,KPL__1__6463__RAIL__Rail_SaSu_+_Hol_20251116
8580,UPPE,2,240,111__0__129__TZM__505__5__505__5_20251116,HVL__1__3607__RAIL__Rail_MTuWThF-XHol_20251116
8580,UPPE,2,240,111__0__435__TZM__503__4__503__4_20251116,HVL__1__3843__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
9001,PETO1,2,0,150__1__400__TZM__404__4__404__4_20251116,HVL__1__3811__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
8580,UPPE,2,240,110__1__406__TZM__507__2__507__2_20251116,HVL__1__3815__RAIL__Rail_Xmas_Sat_20251116
8580,UPPE,2,240,112__1__404__TZM__508__4__508__4_20251116,HVL__1__3823__RAIL__Rail_SaSu_+_Hol_20251116
2003,PORI1,2,0,210__1__408__TZM__306__5__306__5_20251116,KPL__1__6423__RAIL__Rail_Xmas_Sat_20251116
2003,PORI1,2,0,226__0__425__TZM__301__4__301__4_20251116,KPL__1__6433__RAIL__Rail_SaSu_+_Hol_20251116
3081,3081,2,240,19__0__181__TZM__202__5__202__5_20251116,1__1__110__TZM__109__6__109__6_20251116
WATE2,9140,2,0,HVL__0__2614__RAIL__Rail_MTuWThF-XHol_20251116,160__0__105__TZM__607__607_20251116
7720,6720,2,0,29__0__405__TZM__203__4__203__4_20251116,7__0__415__TZM__108__4__108__4_20251116
PORI2,2001,2,0,KPL__0__6440__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116,226__0__429__TZM__302__1__302__1_20251116
PORI2,2001,2,0,KPL__0__6440__RAIL__Rail_Xmas_Sat_20251116,226__0__429__TZM__302__1__302__1_20251116
PORI2,2001,2,0,KPL__0__6440__RAIL__Rail_SaSu_+_Hol_20251116,226__0__429__TZM__302__1__302__1_20251116
8580,UPPE,2,240,110__1__702__TZM__502__3__502__3_20251116,HVL__1__3815__RAIL__Rail_Xmas_Sun+Hol_20251116
8580,UPPE,2,240,110__1__702__TZM__502__6__502__6_20251116,HVL__1__3815__RAIL__Rail_Xmas_Sun+Hol_20251116
8580,UPPE,2,240,112__1__114__TZM__510__510_20251116,HVL__1__3823__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116
9525,TREN1,2,0,114__0__119__TZM__511__3__511__3_20251116,HVL__1__3615__RAIL__Rail_MTuWThF-XHol_20251116
WAIK,1501,2,120,KPL__0__6444__RAIL__Rail_SaSu_+_Hol_20251116,280__0__717__UZM__102__1__102__1_20251116
WAIK,1501,2,120,KPL__0__6444__RAIL__Rail_Xmas_Sun+Hol_20251116,280__0__717__UZM__102__1__102__1_20251116
WAIK,1501,2,120,KPL__0__6444__RAIL__Rail_Xmas_Day_20251116,280__0__717__UZM__102__1__102__1_20251116
7720,7700,2,60,29__0__429__TZM__114__5__114__5_20251116,7__1__496__TZM__220__2__220__2_20251116
7720,6720,2,0,29__0__427__TZM__217__2__217__2_20251116,7__0__491__TZM__110__5__110__5_20251116
9001,PETO1,2,0,150__1__438__TZM__417__2__417__2_20251116,HVL__1__3859__RAIL__Rail_Xmas_Sat_20251116
1006,PARA1,2,0,250__0__707__UZM__112__3__112__3_20251116,KPL__1__6427__RAIL__Rail_Xmas_Sun+Hol_20251116
2001,PORI1,2,0,220__0__727__TZM__303__303_20251116,KPL__1__6441__RAIL__Rail_Xmas_Day_20251116
1501,WAIK,2,240,280__0__109__UZM__4009__1__4009__1_20251116,KPL__1__6215__RAIL__Rail_MTuWThF-XHol_20251116
WATE2,9165,2,0,HVL__0__3820__RAIL__Rail_SaSu_+_Hol_20251116,150__0__403__TZM__402__5__402__5_20251116
WATE2,9165,2,0,HVL__0__3920__RAIL__Rail_Xmas_Sat_20251116,150__0__403__TZM__402__5__402__5_20251116
WATE2,9165,2,0,HVL__0__3820__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116,150__0__403__TZM__402__5__402__5_20251116
1501,WAIK,2,240,281__0__407__UZM__708__1__708__1_20251116,KPL__1__6429__RAIL__Rail_Xmas_Sat_20251116
1006,PARA1,2,0,250__0__425__UZM__703__1__703__1_20251116,KPL__1__6463__RAIL__Rail_Xmas_Sat_20251116
1006,PARA1,2,0,260__1__160__UZM__4012__1__4012__1_20251116,KPL__1__6215__RAIL__Rail_MTuWThF-XHol_20251116
9525,TREN1,2,0,114__0__417__TZM__508__4__508__4_20251116,HVL__1__3845__RAIL__Rail_Xmas_Sat_20251116
WATE2,9140,2,0,HVL__0__3828__RAIL__Rail_SaSu_+_Hol_20251116,160__0__417__TZM__605__605_20251116
WATE2,9140,2,0,HVL__0__3828__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116,160__0__417__TZM__605__605_20251116
WATE2,9140,2,0,HVL__0__3828__RAIL__Rail_Xmas_Sat_20251116,160__0__417__TZM__605__605_20251116
9150,MELL,2,240,145__1__116__TZM__606__606_20251116,MEL__1__5623__RAIL__Rail_MTuWThF-XHol_20251116
9150,MELL,2,240,145__1__116__TZM__606__1__606__1_20251116,MEL__1__5623__RAIL__Rail_MTuWThF-XHol_20251116
8297,TAIT1,2,0,121__1__116__TZM__425__1__425__1_20251116,HVL__1__2629__RAIL__Rail_MTuWThF-XHol_20251116
9150,MELL,2,240,145__1__112__TZM__605__2__605__2_20251116,MEL__1__5619__RAIL__Rail_MTuWThF-XHol_20251116
1006,PARA1,2,0,260__1__406__UZM__701__1__701__1_20251116,KPL__1__6425__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
8251,TAIT1,2,0,120__1__176__TZM__605__2__605__2_20251116,HVL__1__3843__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116
2001,PORI1,2,0,220__0__717__TZM__306__2__306__2_20251116,KPL__1__6431__RAIL__Rail_Xmas_Day_20251116
2003,PORI1,2,0,220__1__716__TZM__304__3__304__3_20251116,KPL__1__6431__RAIL__Rail_Xmas_Day_20251116
8140,WATE1,2,0,160__1__728__TZM__408__2__408__2_20251116,HVL__1__3865__RAIL__Rail_SaSu_+_Hol_20251116
8140,WATE1,2,0,160__1__456__TZM__417__2__417__2_20251116,HVL__1__3865__RAIL__Rail_SaSu_+_Hol_20251116
8580,UPPE,2,240,110__1__106__TZM__504__5__504__5_20251116,HVL__1__2609__RAIL__Rail_MTuWThF-XHol_20251116
2001,PORI1,2,0,226__0__113__TZM__314__314_20251116,KPL__1__6221__RAIL__Rail_MTuWThF-XHol_20251116
2001,PORI1,2,0,226__0__113__TZM__314__1__314__1_20251116,KPL__1__6221__RAIL__Rail_MTuWThF-XHol_20251116
8140,WATE1,2,0,160__1__720__TZM__407__407_20251116,HVL__1__3853__RAIL__Rail_SaSu_+_Hol_20251116
8140,WATE1,2,0,160__1__444__TZM__601__4__601__4_20251116,HVL__1__3853__RAIL__Rail_SaSu_+_Hol_20251116
1006,PARA1,2,0,262__1__134__UZM__4038__1__4038__1_20251116,KPL__1__6329__RAIL__Rail_MTuWThF-XHol_20251116
PORI2,2003,2,0,KPL__0__6324__RAIL__Rail_MTuWThF-XHol_20251116,226__0__137__TZM__315__315_20251116
PORI2,2003,2,0,KPL__0__8208__RAIL__Rail_MTuWThF-XHol_20251116,226__0__137__TZM__315__315_20251116
2002,PORI1,2,0,236__1__410__TZM__310__310_20251116,KPL__1__6431__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
UPPE,8579,2,240,HVL__0__3630__RAIL__Rail_MTuWThF-XHol_20251116,111__0__145__TZM__525__1__525__1_20251116
UPPE,8579,2,240,HVL__0__3630__RAIL__Rail_MTuWThF-XHol_20251116,111__0__145__TZM__525__525_20251116
PETO2,9001,2,0,HVL__0__3844__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116,150__0__427__TZM__410__2__410__2_20251116
PETO2,9001,2,0,HVL__0__3844__RAIL__Rail_Xmas_Sat_20251116,150__0__427__TZM__410__2__410__2_20251116
PETO2,9001,2,0,HVL__0__3844__RAIL__Rail_SaSu_+_Hol_20251116,150__0__427__TZM__410__2__410__2_20251116
8165,WATE1,2,0,130__1__728__TZM__406__4__406__4_20251116,HVL__1__3841__RAIL__Rail_Xmas_Sun+Hol_20251116
7720,7700,2,60,17__1__152__TZM__135__3__135__3_20251116,7__1__146__TZM__147__1__147__1_20251116
7720,7700,2,60,17__1__152__TZM__135__135_20251116,7__1__146__TZM__147__1__147__1_20251116
8165,WATE1,2,0,130__1__700__TZM__401__401_20251116,HVL__1__3811__RAIL__Rail_SaSu_+_Hol_20251116
8165,WATE1,2,0,130__1__402__TZM__405__5__405__5_20251116,HVL__1__3811__RAIL__Rail_SaSu_+_Hol_20251116
8140,WATE1,2,0,170__0__165__TZM__434__1__434__1_20251116,HVL__1__3635__RAIL__Rail_MTuWThF-XHol_20251116
8140,WATE1,2,0,170__0__165__TZM__434__434_20251116,HVL__1__3635__RAIL__Rail_MTuWThF-XHol_20251116
2002,PORI1,2,0,230__1__408__TZM__303__1__303__1_20251116,KPL__1__6423__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
WATE2,8165,2,240,HVL__0__4628__RAIL__Rail_MTuWThF-XHol_20251116,145__0__127__TZM__404__5__404__5_20251116
WATE2,8165,2,240,HVL__0__4628__RAIL__Rail_MTuWThF-XHol_20251116,145__0__127__TZM__404__1__404__1_20251116
8580,UPPE,2,240,110__1__184__TZM__527__1__527__1_20251116,HVL__1__3847__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116
PARA2,1004,2,0,KPL__0__6224__RAIL__Rail_MTuWThF-XHol_20251116,250__0__161__UZM__4004__1__4004__1_20251116
PARA2,1004,2,0,KPL__0__6222__RAIL__Rail_MTuWThF-XHol_20251116,250__0__161__UZM__4004__1__4004__1_20251116
8580,UPPE,2,240,110__1__200__TZM__501__5__501__5_20251116,HVL__1__3859__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116
6055,6017,2,240,1__1__798__TZM__115__4__115__4_20251116,23__0__727__TZM__120__2__120__2_20251116
8580,UPPE,2,240,112__1__422__TZM__508__4__508__4_20251116,HVL__1__3859__RAIL__Rail_Xmas_Sat_20251116
2001,PORI1,2,0,226__0__143__TZM__304__7__304__7_20251116,KPL__1__6325__RAIL__Rail_MTuWThF-XHol_20251116
2001,PORI1,2,0,226__0__143__TZM__304__8__304__8_20251116,KPL__1__6325__RAIL__Rail_MTuWThF-XHol_20251116
WATE2,9140,2,0,HVL__0__3830__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116,170__0__423__TZM__603__3__603__3_20251116
WATE2,9140,2,0,HVL__0__3830__RAIL__Rail_SaSu_+_Hol_20251116,170__0__423__TZM__603__3__603__3_20251116
WATE2,9140,2,0,HVL__0__3830__RAIL__Rail_Xmas_Sat_20251116,170__0__423__TZM__603__3__603__3_20251116
PETO2,9001,2,0,HVL__0__3864__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116,150__0__155__TZM__612__1__612__1_20251116
PETO2,9001,2,0,HVL__0__3652__RAIL__Rail_MTuWThF-XHol_20251116,150__0__155__TZM__612__612_20251116
PETO2,9001,2,0,HVL__0__3652__RAIL__Rail_MTuWThF-XHol_20251116,150__0__155__TZM__612__1__612__1_20251116
8140,WATE1,2,0,160__1__142__TZM__610__610_20251116,HVL__1__3839__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116
PORI2,2001,2,0,KPL__0__6220__RAIL__Rail_MTuWThF-XHol_20251116,226__0__109__TZM__304__7__304__7_20251116
PORI2,2001,2,0,KPL__0__6220__RAIL__Rail_MTuWThF-XHol_20251116,226__0__109__TZM__304__8__304__8_20251116
2003,PORI1,2,0,220__1__748__TZM__307__1__307__1_20251116,KPL__1__6463__RAIL__Rail_Xmas_Day_20251116
2001,PORI1,2,0,220__0__749__TZM__308__2__308__2_20251116,KPL__1__6463__RAIL__Rail_Xmas_Day_20251116
1006,PARA1,2,0,261__1__400__UZM__720__1__720__1_20251116,KPL__1__6413__RAIL__Rail_Sa_20251116
9416,SILV,2,240,115__0__419__TZM__505__4__505__4_20251116,HVL__1__3849__RAIL__Rail_SaSu_+_Hol_20251116
WATE2,9140,2,0,HVL__0__3640__RAIL__Rail_MTuWThF-XHol_20251116,160__0__161__TZM__608__608_20251116
WATE2,9140,2,0,HVL__0__3640__RAIL__Rail_MTuWThF-XHol_20251116,160__0__161__TZM__608__1__608__1_20251116
WATE2,9140,2,0,HVL__0__4624__RAIL__Rail_MTuWThF-XHol_20251116,160__0__161__TZM__608__608_20251116
WATE2,9140,2,0,HVL__0__4624__RAIL__Rail_MTuWThF-XHol_20251116,160__0__161__TZM__608__1__608__1_20251116
WATE2,9140,2,0,HVL__0__3638__RAIL__Rail_MTuWThF-XHol_20251116,160__0__161__TZM__608__608_20251116
WATE2,9140,2,0,HVL__0__3638__RAIL__Rail_MTuWThF-XHol_20251116,160__0__161__TZM__608__1__608__1_20251116
1006,PARA1,2,0,262__1__124__UZM__4023__1__4023__1_20251116,KPL__1__6313__RAIL__Rail_MTuWThF-XHol_20251116
PARA2,1004,2,0,KPL__0__6434__RAIL__Rail_Xmas_Sun+Hol_20251116,260__0__713__UZM__114__3__114__3_20251116
PARA2,1004,2,0,KPL__0__6434__RAIL__Rail_SaSu_+_Hol_20251116,260__0__713__UZM__114__3__114__3_20251116
PARA2,1004,2,0,KPL__0__6434__RAIL__Rail_Xmas_Day_20251116,260__0__713__UZM__114__3__114__3_20251116
2001,PORI1,2,0,220__0__723__TZM__307__1__307__1_20251116,KPL__1__6437__RAIL__Rail_Xmas_Day_20251116
1006,PARA1,2,0,260__1__164__UZM__4045__1__4045__1_20251116,KPL__1__6335__RAIL__Rail_MTuWThF-XHol_20251116
1501,WAIK,2,240,280__0__707__UZM__103__1__103__1_20251116,KPL__1__6427__RAIL__Rail_Xmas_Day_20251116
8140,WATE1,2,0,160__1__460__TZM__604__3__604__3_20251116,HVL__1__3869__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
3000,3000,2,240,1__0__417__TZM__210__4__210__4_20251116,19__0__409__TZM__104__5__104__5_20251116
WAIK,1501,2,120,KPL__0__6438__RAIL__Rail_Xmas_Sat_20251116,281__0__413__UZM__702__1__702__1_20251116
WAIK,1501,2,120,KPL__0__6438__RAIL__Rail_SaSu_+_Hol_20251116,281__0__413__UZM__702__1__702__1_20251116
WAIK,1501,2,120,KPL__0__6438__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116,281__0__413__UZM__702__1__702__1_20251116
7730,7730,2,120,27__0__407__TZM__207__4__207__4_20251116,7__1__426__TZM__108__4__108__4_20251116
8580,UPPE,2,240,111__0__121__TZM__521__1__521__1_20251116,HVL__1__2635__RAIL__Rail_MTuWThF-XHol_20251116
8580,UPPE,2,240,111__0__121__TZM__521__521_20251116,HVL__1__2635__RAIL__Rail_MTuWThF-XHol_20251116
1501,WAIK,2,240,281__0__721__UZM__104__1__104__1_20251116,KPL__1__6457__RAIL__Rail_Xmas_Day_20251116
8140,WATE1,2,0,160__1__718__TZM__601__601_20251116,HVL__1__3849__RAIL__Rail_SaSu_+_Hol_20251116
8140,WATE1,2,0,160__1__440__TZM__604__3__604__3_20251116,HVL__1__3849__RAIL__Rail_SaSu_+_Hol_20251116
PORI2,2001,2,0,KPL__0__6364__RAIL__Rail_MTuWThF-XHol_20251116,220__0__215__TZM__304__7__304__7_20251116
PORI2,2001,2,0,KPL__0__6364__RAIL__Rail_MTuWThF-XHol_20251116,220__0__215__TZM__304__8__304__8_20251116
8165,WATE1,2,0,130__1__446__TZM__419__2__419__2_20251116,HVL__1__3837__RAIL__Rail_SaSu_+_Hol_20251116
8165,WATE1,2,0,130__1__724__TZM__401__401_20251116,HVL__1__3837__RAIL__Rail_SaSu_+_Hol_20251116
8580,UPPE,2,240,110__1__744__TZM__505__3__505__3_20251116,HVL__1__3857__RAIL__Rail_Xmas_Sun+Hol_20251116
8580,UPPE,2,240,111__0__419__TZM__506__4__506__4_20251116,HVL__1__3827__RAIL__Rail_Xmas_Sat_20251116
8251,TAIT1,2,0,120__1__726__TZM__408__2__408__2_20251116,HVL__1__3843__RAIL__Rail_SaSu_+_Hol_20251116
8140,WATE1,2,0,170__0__711__TZM__408__2__408__2_20251116,HVL__1__3835__RAIL__Rail_SaSu_+_Hol_20251116
8140,WATE1,2,0,170__0__427__TZM__605__605_20251116,HVL__1__3835__RAIL__Rail_SaSu_+_Hol_20251116
PARA2,1005,2,0,KPL__0__6344__RAIL__Rail_MTuWThF-XHol_20251116,261__0__155__UZM__4046__1__4046__1_20251116
8165,WATE1,2,0,150__1__142__TZM__603__1__603__1_20251116,HVL__1__3845__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116
1006,PARA1,2,0,261__1__162__UZM__4048__1__4048__1_20251116,KPL__1__6333__RAIL__Rail_MTuWThF-XHol_20251116
MELL,9150,2,240,MEL__0__5624__RAIL__Rail_MTuWThF-XHol_20251116,145__0__111__TZM__418__3__418__3_20251116
MELL,9150,2,240,MEL__0__5620__RAIL__Rail_MTuWThF-XHol_20251116,145__0__107__TZM__606__606_20251116
MELL,9150,2,240,MEL__0__5620__RAIL__Rail_MTuWThF-XHol_20251116,145__0__107__TZM__606__1__606__1_20251116
WATE2,9165,2,0,HVL__0__3820__RAIL__Rail_SaSu_+_Hol_20251116,150__0__701__TZM__403__403_20251116
WATE2,9165,2,0,HVL__0__3820__RAIL__Rail_Xmas_Day_20251116,150__0__701__TZM__403__403_20251116
WATE2,9165,2,0,HVL__0__3820__RAIL__Rail_Xmas_Sun+Hol_20251116,150__0__701__TZM__403__403_20251116
8140,WATE1,2,0,160__1__440__TZM__604__3__604__3_20251116,HVL__1__3849__RAIL__Rail_Xmas_Sat_20251116
8140,WATE1,2,0,160__1__102__TZM__604__4__604__4_20251116,HVL__1__4603__RAIL__Rail_MTuWThF-XHol_20251116
8140,WATE1,2,0,160__1__102__TZM__604__1__604__1_20251116,HVL__1__4603__RAIL__Rail_MTuWThF-XHol_20251116
3000,3000,2,240,1__0__277__TZM__217__4__217__4_20251116,19__0__177__TZM__210__5__210__5_20251116
2003,PORI1,2,0,226__0__435__TZM__302__1__302__1_20251116,KPL__1__6443__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
WATE2,9140,2,0,HVL__0__3634__RAIL__Rail_MTuWThF-XHol_20251116,160__0__153__TZM__611__611_20251116
WATE2,9140,2,0,HVL__0__3852__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116,160__0__153__TZM__611__611_20251116
PORI2,2003,2,0,KPL__0__6310__RAIL__Rail_MTuWThF-XHol_20251116,220__1__146__TZM__311__3__311__3_20251116
PORI2,2003,2,0,KPL__0__6310__RAIL__Rail_MTuWThF-XHol_20251116,220__1__146__TZM__311__4__311__4_20251116
PORI2,2003,2,0,KPL__0__6310__RAIL__Rail_MTuWThF-XHol_20251116,220__1__146__TZM__311__1__311__1_20251116
1501,WAIK,2,240,280__0__429__UZM__715__1__715__1_20251116,KPL__1__6467__RAIL__Rail_Xmas_Sat_20251116
PARA2,1005,2,0,KPL__0__6246__RAIL__Rail_MTuWThF-XHol_20251116,262__0__159__UZM__4023__1__4023__1_20251116
WATE2,9165,2,0,HVL__0__3838__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116,150__0__129__TZM__434__434_20251116
WATE2,9165,2,0,HVL__0__3610__RAIL__Rail_MTuWThF-XHol_20251116,150__0__129__TZM__434__1__434__1_20251116
WATE2,9165,2,0,HVL__0__3610__RAIL__Rail_MTuWThF-XHol_20251116,150__0__129__TZM__434__434_20251116
1006,PARA1,2,0,261__1__718__UZM__113__3__113__3_20251116,KPL__1__6449__RAIL__Rail_Xmas_Sun+Hol_20251116
8251,TAIT1,2,0,120__1__142__TZM__606__606_20251116,HVL__1__2635__RAIL__Rail_MTuWThF-XHol_20251116
8251,TAIT1,2,0,120__1__142__TZM__606__1__606__1_20251116,HVL__1__2635__RAIL__Rail_MTuWThF-XHol_20251116
3000,3000,2,240,1__0__449__TZM__212__5__212__5_20251116,19__0__425__TZM__213__5__213__5_20251116
PORI2,2001,2,0,KPL__0__6312__RAIL__Rail_MTuWThF-XHol_20251116,220__0__155__TZM__305__5__305__5_20251116
PORI2,2001,2,0,KPL__0__6312__RAIL__Rail_MTuWThF-XHol_20251116,220__0__155__TZM__305__8__305__8_20251116
PORI2,2001,2,0,KPL__0__6312__RAIL__Rail_MTuWThF-XHol_20251116,220__0__155__TZM__305__6__305__6_20251116
8140,WATE1,2,0,170__0__443__TZM__603__3__603__3_20251116,HVL__1__3851__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
