from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
1501,WAIK,2,240,280__0__403__UZM__706__1__706__1_20251116,KPL__1__6419__RAIL__Rail_SaSu_+_Hol_20251116
8140,WATE1,2,0,170__0__421__TZM__602__3__602__3_20251116,HVL__1__3829__RAIL__Rail_SaSu_+_Hol_20251116
8580,UPPE,2,240,112__1__134__TZM__507__3__507__3_20251116,HVL__1__3641__RAIL__Rail_MTuWThF-XHol_20251116
8580,UPPE,2,240,112__1__134__TZM__507__507_20251116,HVL__1__3641__RAIL__Rail_MTuWThF-XHol_20251116
PETO2,9001,2,0,HVL__0__4622__RAIL__Rail_MTuWThF-XHol_20251116,154__0__127__TZM__615__615_20251116
PETO2,9001,2,0,HVL__0__3852__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116,154__0__127__TZM__615__615_20251116
PETO2,9001,2,0,MEL__0__5636__RAIL__Rail_MTuWThF-XHol_20251116,154__0__127__TZM__615__615_20251116
8165,WATE1,2,0,150__1__402__TZM__410__2__410__2_20251116,HVL__1__3813__RAIL__Rail_Sa_20251116
WATE2,9140,2,0,HVL__0__3608__RAIL__Rail_MTuWThF-XHol_20251116,170__0__143__TZM__424__1__424__1_20251116
WATE2,9140,2,0,HVL__0__3608__RAIL__Rail_MTuWThF-XHol_20251116,170__0__143__TZM__424__424_20251116
WATE2,9140,2,0,HVL__0__3836__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116,170__0__143__TZM__424__424_20251116
8165,WATE1,2,0,130__1__132__TZM__426__1__426__1_20251116,HVL__1__2631__RAIL__Rail_MTuWThF-XHol_20251116
8165,WATE1,2,0,130__1__132__TZM__426__426_20251116,HVL__1__2631__RAIL__Rail_MTuWThF-XHol_20251116
8165,WATE1,2,0,150__1__144__TZM__612__1__612__1_20251116,HVL__1__3847__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116
6733,6730,2,120,7__0__167__TZM__103__6__103__6_20251116,27__1__122__TZM__139__1__139__1_20251116
6733,6730,2,120,7__0__167__TZM__103__3__103__3_20251116,27__1__122__TZM__139__1__139__1_20251116
UPPE,8579,2,240,HVL__0__3838__RAIL__Rail_Xmas_Sat_20251116,112__0__413__TZM__508__4__508__4_20251116
UPPE,8579,2,240,HVL__0__3838__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116,112__0__413__TZM__508__4__508__4_20251116
UPPE,8579,2,240,HVL__0__3838__RAIL__Rail_SaSu_+_Hol_20251116,112__0__413__TZM__508__4__508__4_20251116
8580,UPPE,2,240,110__1__424__TZM__509__2__509__2_20251116,HVL__1__3827__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
SILV,8416,2,240,HVL__0__3624__RAIL__Rail_MTuWThF-XHol_20251116,115__0__125__TZM__517__1__517__1_20251116
SILV,8416,2,240,HVL__0__3624__RAIL__Rail_MTuWThF-XHol_20251116,115__0__125__TZM__517__517_20251116
SILV,8416,2,240,HVL__0__3846__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116,115__0__125__TZM__517__517_20251116
8580,UPPE,2,240,110__1__162__TZM__501__5__501__5_20251116,HVL__1__3837__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116
3000,3000,2,240,1__0__441__TZM__209__4__209__4_20251116,19__0__421__TZM__107__3__107__3_20251116
UPPE,8579,2,240,HVL__0__2618__RAIL__Rail_MTuWThF-XHol_20251116,110__0__107__TZM__504__5__504__5_20251116
8251,TAIT1,2,0,120__1__188__TZM__416__3__416__3_20251116,HVL__1__3849__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116
8140,WATE1,2,0,170__0__451__TZM__603__3__603__3_20251116,HVL__1__3859__RAIL__Rail_SaSu_+_Hol_20251116
8140,WATE1,2,0,170__0__723__TZM__602__602_20251116,HVL__1__3859__RAIL__Rail_SaSu_+_Hol_20251116
8580,UPPE,2,240,111__0__155__TZM__525__1__525__1_20251116,HVL__1__3645__RAIL__Rail_MTuWThF-XHol_20251116
8580,UPPE,2,240,111__0__155__TZM__525__525_20251116,HVL__1__3645__RAIL__Rail_MTuWThF-XHol_20251116
WATE2,9165,2,0,HVL__0__3842__RAIL__Rail_SaSu_+_Hol_20251116,130__0__725__TZM__401__401_20251116
WATE2,9165,2,0,HVL__0__3842__RAIL__Rail_Xmas_Sun+Hol_20251116,130__0__725__TZM__401__401_20251116
WATE2,9165,2,0,HVL__0__3842__RAIL__Rail_Xmas_Day_20251116,130__0__725__TZM__401__401_20251116
8140,WATE1,2,0,170__0__437__TZM__605__605_20251116,HVL__1__3845__RAIL__Rail_SaSu_+_Hol_20251116
SILV,8416,2,240,HVL__0__3836__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116,115__0__413__TZM__505__4__505__4_20251116
SILV,8416,2,240,HVL__0__3836__RAIL__Rail_Xmas_Sat_20251116,115__0__413__TZM__505__4__505__4_20251116
SILV,8416,2,240,HVL__0__3836__RAIL__Rail_SaSu_+_Hol_20251116,115__0__413__TZM__505__4__505__4_20251116
TREN2,9525,2,0,HVL__0__3630__RAIL__Alt_timetable_Easter_Working_Week_(HVL_&_MEL)_20251116,114__1__124__TZM__507__507_20251116
7720,7700,2,60,29__0__413__TZM__206__4__206__4_20251116,7__1__448__TZM__115__5__115__5_20251116
7720,7700,2,60,29__0__413__TZM__206__3__206__3_20251116,7__1__448__TZM__115__5__115__5_20251116
1006,PARA1,2,0,250__0__101__UZM__4007__1__4007__1_20251116,KPL__1__6209__RAIL__Rail_MTuWThF-XHol_20251116
1501,WAIK,2,240,280__0__723__UZM__104__1__104__1_20251116,KPL__1__6459__RAIL__Rail_Xmas_Sun+Hol_20251116
8165,WATE1,2,0,130__1__434__TZM__415__3__415__3_20251116,HVL__1__3831__RAIL__Rail_Xmas_Sat_20251116
PORI2,2003,2,0,KPL__0__6450__RAIL__Rail_Xmas_Sun+Hol_20251116,220__1__730__TZM__302__302_20251116
PORI2,2003,2,0,KPL__0__6450__RAIL__Rail_SaSu_+_Hol_20251116,220__1__730__TZM__302__302_20251116
PORI2,2003,2,0,KPL__0__6450__RAIL__Rail_Xmas_Day_20251116,220__1__730__TZM__302__302_20251116
9001,PETO1,2,0,150__1__128__TZM__434__1__434__1_20251116,MEL__1__5623__RAIL__Rail_MTuWThF-XHol_20251116
9001,PETO1,2,0,150__1__128__TZM__434__434_20251116,MEL__1__5623__RAIL__Rail_MTuWThF-XHol_20251116
PARA2,1005,2,0,KPL__0__6438__RAIL__Rail_SaSu_+_Hol_20251116,261__0__713__UZM__114__3__114__3_20251116
PARA2,1005,2,0,KPL__0__6438__RAIL__Rail_Xmas_Day_20251116,261__0__713__UZM__114__3__114__3_20251116
PARA2,1005,2,0,KPL__0__6438__RAIL__Rail_Xmas_Sun+Hol_20251116,261__0__713__UZM__114__3__114__3_20251116
8580,UPPE,2,240,111__0__451__TZM__503__4__503__4_20251116,HVL__1__3859__RAIL__Rail_Xmas_Sat_20251116
8580,UPPE,2,240,110__1__486__TZM__510__2__510__2_20251116,HVL__1__3863__RAIL__Rail_Xmas_Sat_20251116
1006,PARA1,2,0,261__1__120__UZM__4217__1__4217__1_20251116,KPL__1__6301__RAIL__Rail_MTuWThF-XHol_20251116
8140,WATE1,2,0,170__0__151__TZM__602__4__602__4_20251116,HVL__1__3623__RAIL__Rail_MTuWThF-XHol_20251116
PORI2,2001,2,0,KPL__0__8210__RAIL__Rail_MTuWThF-XHol_20251116,226__0__139__TZM__320__320_20251116
PORI2,2001,2,0,KPL__0__8210__RAIL__Rail_MTuWThF-XHol_20251116,226__0__139__TZM__320__1__320__1_20251116
PORI2,2001,2,0,KPL__0__6326__RAIL__Rail_MTuWThF-XHol_20251116,226__0__139__TZM__320__320_20251116
PORI2,2001,2,0,KPL__0__6326__RAIL__Rail_MTuWThF-XHol_20251116,226__0__139__TZM__320__1__320__1_20251116
2003,PORI1,2,0,210__1__714__TZM__308__2__308__2_20251116,KPL__1__6439__RAIL__Rail_SaSu_+_Hol_20251116
2003,PORI1,2,0,210__1__416__TZM__305__3__305__3_20251116,KPL__1__6439__RAIL__Rail_SaSu_+_Hol_20251116
2003,PORI1,2,0,226__0__103__TZM__309__6__309__6_20251116,KPL__1__7205__RAIL__Rail_MTuWThF-XHol_20251116
TAIT2,9251,2,0,HVL__0__4628__RAIL__Rail_MTuWThF-XHol_20251116,120__0__199__TZM__609__1__609__1_20251116
TAIT2,9251,2,0,HVL__0__4628__RAIL__Rail_MTuWThF-XHol_20251116,120__0__199__TZM__609__2__609__2_20251116
TAIT2,9251,2,0,HVL__0__3644__RAIL__Rail_MTuWThF-XHol_20251116,120__0__199__TZM__609__1__609__1_20251116
TAIT2,9251,2,0,HVL__0__3644__RAIL__Rail_MTuWThF-XHol_20251116,120__0__199__TZM__609__2__609__2_20251116
8580,UPPE,2,240,112__1__408__TZM__503__4__503__4_20251116,HVL__1__3831__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
8165,WATE1,2,0,150__1__420__TZM__417__2__417__2_20251116,HVL__1__3835__RAIL__Rail_SaSu_+_Hol_20251116
8251,TAIT1,2,0,120__1__162__TZM__417__417_20251116,HVL__1__3837__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116
8165,WATE1,2,0,130__1__716__TZM__406__4__406__4_20251116,HVL__1__3829__RAIL__Rail_Xmas_Day_20251116
1006,PARA1,2,0,250__0__711__UZM__106__106_20251116,KPL__1__6435__RAIL__Rail_Xmas_Day_20251116
8251,TAIT1,2,0,120__1__478__TZM__409__409_20251116,HVL__1__3859__RAIL__Rail_Xmas_Sat_20251116
TAIT2,9251,2,0,HVL__0__3814__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116,120__0__111__TZM__419__419_20251116
TAIT2,9251,2,0,HVL__0__2616__RAIL__Rail_MTuWThF-XHol_20251116,120__0__111__TZM__419__3__419__3_20251116
TAIT2,9251,2,0,HVL__0__2616__RAIL__Rail_MTuWThF-XHol_20251116,120__0__111__TZM__419__419_20251116
8140,WATE1,2,0,160__1__452__TZM__416__2__416__2_20251116,HVL__1__3861__RAIL__Rail_Xmas_Sat_20251116
2003,PORI1,2,0,210__1__420__TZM__307__5__307__5_20251116,KPL__1__6447__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
8165,WATE1,2,0,150__1__420__TZM__417__2__417__2_20251116,HVL__1__3835__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
TAIT2,9251,2,0,HVL__0__3862__RAIL__Rail_Xmas_Sat_20251116,120__0__479__TZM__409__409_20251116
TAIT2,9251,2,0,HVL__0__3862__RAIL__Rail_SaSu_+_Hol_20251116,120__0__479__TZM__409__409_20251116
TAIT2,9251,2,0,HVL__0__3862__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116,120__0__479__TZM__409__409_20251116
6720,7720,2,120,7__0__171__TZM__232__1__232__1_20251116,29__1__150__TZM__149__1__149__1_20251116
7700,7720,2,30,7__1__176__TZM__225__1__225__1_20251116,29__1__150__TZM__149__1__149__1_20251116
7700,7720,2,30,7__1__176__TZM__225__225_20251116,29__1__150__TZM__149__1__149__1_20251116
8165,WATE1,2,0,150__1__156__TZM__612__612_20251116,HVL__1__3647__RAIL__Rail_MTuWThF-XHol_20251116
8165,WATE1,2,0,150__1__156__TZM__612__1__612__1_20251116,HVL__1__3647__RAIL__Rail_MTuWThF-XHol_20251116
8165,WATE1,2,0,130__1__736__TZM__401__401_20251116,HVL__1__3849__RAIL__Rail_Xmas_Day_20251116
1006,PARA1,2,0,250__0__711__UZM__106__106_20251116,KPL__1__6435__RAIL__Rail_Xmas_Sun+Hol_20251116
8580,UPPE,2,240,110__1__192__TZM__407__6__407__6_20251116,HVL__1__3635__RAIL__Rail_MTuWThF-XHol_20251116
8580,UPPE,2,240,110__1__192__TZM__407__3__407__3_20251116,HVL__1__3635__RAIL__Rail_MTuWThF-XHol_20251116
9525,TREN1,2,0,114__0__127__TZM__526__526_20251116,HVL__1__3853__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116
8165,WATE1,2,0,130__1__480__TZM__508__4__508__4_20251116,HVL__1__3861__RAIL__Rail_Sa_20251116
8297,TAIT1,2,0,121__1__120__TZM__425__1__425__1_20251116,HVL__1__3831__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116
9001,PETO1,2,0,150__1__100__TZM__404__5__404__5_20251116,HVL__1__4601__RAIL__Rail_MTuWThF-XHol_20251116
9001,PETO1,2,0,150__1__100__TZM__404__1__404__1_20251116,HVL__1__4601__RAIL__Rail_MTuWThF-XHol_20251116
WATE2,9140,2,0,HVL__0__2616__RAIL__Rail_MTuWThF-XHol_20251116,160__0__107__TZM__420__3__420__3_20251116
WATE2,9140,2,0,HVL__0__2616__RAIL__Rail_MTuWThF-XHol_20251116,160__0__107__TZM__420__420_20251116
WATE2,9140,2,0,HVL__0__3814__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116,160__0__107__TZM__420__420_20251116
PORI2,2003,2,0,KPL__0__6460__RAIL__Rail_Xmas_Sun+Hol_20251116,220__1__740__TZM__304__3__304__3_20251116
PORI2,2003,2,0,KPL__0__6460__RAIL__Rail_SaSu_+_Hol_20251116,220__1__740__TZM__304__3__304__3_20251116
PORI2,2003,2,0,KPL__0__6460__RAIL__Rail_Xmas_Day_20251116,220__1__740__TZM__304__3__304__3_20251116
2002,PORI1,2,0,236__1__700__TZM__304__3__304__3_20251116,KPL__1__6415__RAIL__Rail_Xmas_Sun+Hol_20251116
9525,TREN1,2,0,114__0__405__TZM__506__4__506__4_20251116,HVL__1__3821__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
2003,PORI1,2,0,210__1__102__TZM__305__5__305__5_20251116,KPL__1__7205__RAIL__Rail_MTuWThF-XHol_20251116
2003,PORI1,2,0,210__1__102__TZM__305__8__305__8_20251116,KPL__1__7205__RAIL__Rail_MTuWThF-XHol_20251116
2003,PORI1,2,0,210__1__102__TZM__305__6__305__6_20251116,KPL__1__7205__RAIL__Rail_MTuWThF-XHol_20251116
PORI2,2003,2,0,KPL__0__6228__RAIL__Rail_MTuWThF-XHol_20251116,226__0__113__TZM__314__314_20251116
PORI2,2003,2,0,KPL__0__6228__RAIL__Rail_MTuWThF-XHol_20251116,226__0__113__TZM__314__1__314__1_20251116
7720,7700,2,60,29__0__133__TZM__136__1__136__1_20251116,7__1__220__TZM__135__3__135__3_20251116
7720,7700,2,60,29__0__133__TZM__136__136_20251116,7__1__220__TZM__135__135_20251116
7730,7730,2,120,27__0__131__TZM__209__5__209__5_20251116,7__1__234__TZM__216__6__216__6_20251116
2002,PORI1,2,0,236__1__414__TZM__303__1__303__1_20251116,KPL__1__6439__RAIL__Rail_Xmas_Sat_20251116
PARA2,1005,2,0,KPL__0__6456__RAIL__Rail_Xmas_Sat_20251116,262__0__423__UZM__703__1__703__1_20251116
PARA2,1005,2,0,KPL__0__6456__RAIL__Rail_SaSu_+_Hol_20251116,262__0__423__UZM__703__1__703__1_20251116
PARA2,1005,2,0,KPL__0__6456__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116,262__0__423__UZM__703__1__703__1_20251116
1006,PARA1,2,0,261__1__708__UZM__114__3__114__3_20251116,KPL__1__6429__RAIL__Rail_Xmas_Day_20251116
1006,PARA1,2,0,260__1__714__UZM__110__3__110__3_20251116,KPL__1__6441__RAIL__Rail_Xmas_Sun+Hol_20251116
8251,TAIT1,2,0,120__1__150__TZM__407__3__407__3_20251116,HVL__1__3831__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116
8165,WATE1,2,0,130__1__710__TZM__406__4__406__4_20251116,HVL__1__3823__RAIL__Rail_Xmas_Sun+Hol_20251116
8251,TAIT1,2,0,120__1__724__TZM__601__601_20251116,HVL__1__3841__RAIL__Rail_Xmas_Day_20251116
8251,TAIT1,2,0,120__1__172__TZM__438__1__438__1_20251116,HVL__1__3617__RAIL__Rail_MTuWThF-XHol_20251116
6055,6017,2,240,1__1__470__TZM__204__4__204__4_20251116,23__0__419__TZM__215__4__215__4_20251116
8251,TAIT1,2,0,120__1__722__TZM__602__602_20251116,HVL__1__3839__RAIL__Rail_SaSu_+_Hol_20251116
2001,PORI1,2,0,220__0__731__TZM__305__305_20251116,KPL__1__6445__RAIL__Rail_Xmas_Day_20251116
9001,PETO1,2,0,150__1__140__TZM__413__4__413__4_20251116,HVL__1__3845__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116
8140,WATE1,2,0,170__0__125__TZM__611__611_20251116,HVL__1__2623__RAIL__Rail_MTuWThF-XHol_20251116
PORI2,2003,2,0,KPL__0__6460__RAIL__Rail_Xmas_Sat_20251116,226__0__447__TZM__309__5__309__5_20251116
PORI2,2003,2,0,KPL__0__6460__RAIL__Rail_SaSu_+_Hol_20251116,226__0__447__TZM__309__5__309__5_20251116
PORI2,2003,2,0,KPL__0__6460__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116,226__0__447__TZM__309__5__309__5_20251116
PORI2,2001,2,0,KPL__0__8272__RAIL__Rail_MTuWThF-XHol_20251116,226__0__141__TZM__315__315_20251116
PORI2,2001,2,0,KPL__0__6330__RAIL__Rail_MTuWThF-XHol_20251116,226__0__141__TZM__315__315_20251116
8251,TAIT1,2,0,120__1__436__TZM__414__2__414__2_20251116,HVL__1__3833__RAIL__Rail_Xmas_Sat_20251116
2002,PORI1,2,0,230__1__712__TZM__305__305_20251116,KPL__1__6439__RAIL__Rail_Xmas_Sun+Hol_20251116
2001,PORI1,2,0,220__0__731__TZM__305__305_20251116,KPL__1__6445__RAIL__Rail_Xmas_Sun+Hol_20251116
8251,TAIT1,2,0,120__1__416__TZM__401__5__401__5_20251116,HVL__1__3823__RAIL__Rail_SaSu_+_Hol_20251116
2001,PORI1,2,0,226__0__441__TZM__311__311_20251116,KPL__1__6447__RAIL__Rail_Xmas_Sat_20251116
6055,6017,2,240,1__1__710__TZM__210__210_20251116,23__0__703__TZM__214__214_20251116
8140,WATE1,2,0,170__0__703__TZM__402__2__402__2_20251116,HVL__1__3819__RAIL__Rail_Xmas_Day_20251116
3081,3081,2,240,19__0__409__TZM__104__5__104__5_20251116,1__1__428__TZM__210__4__210__4_20251116
9416,SILV,2,240,115__0__423__TZM__506__4__506__4_20251116,HVL__1__3857__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
8140,WATE1,2,0,160__1__402__TZM__604__3__604__3_20251116,HVL__1__3811__RAIL__Rail_Xmas_Sat_20251116
8140,WATE1,2,0,170__0__111__TZM__602__4__602__4_20251116,HVL__1__4609__RAIL__Rail_MTuWThF-XHol_20251116
8140,WATE1,2,0,170__0__109__TZM__604__4__604__4_20251116,HVL__1__4609__RAIL__Rail_MTuWThF-XHol_20251116
8140,WATE1,2,0,170__0__109__TZM__604__1__604__1_20251116,HVL__1__4609__RAIL__Rail_MTuWThF-XHol_20251116
UPPE,8579,2,240,HVL__0__3864__RAIL__Rail_Xmas_Day_20251116,110__0__747__TZM__504__3__504__3_20251116
UPPE,8579,2,240,HVL__0__3864__RAIL__Rail_Xmas_Sun+Hol_20251116,110__0__747__TZM__504__3__504__3_20251116
UPPE,8579,2,240,HVL__0__3864__RAIL__Rail_SaSu_+_Hol_20251116,110__0__747__TZM__504__3__504__3_20251116
8297,TAIT1,2,0,121__1__408__TZM__407__5__407__5_20251116,HVL__1__3829__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
8251,TAIT1,2,0,120__1__416__TZM__401__5__401__5_20251116,HVL__1__3823__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
PARA2,1005,2,0,KPL__0__6226__RAIL__Rail_MTuWThF-XHol_20251116,261__0__147__UZM__4013__1__4013__1_20251116
WAIK,1501,2,120,KPL__0__6454__RAIL__Rail_SaSu_+_Hol_20251116,281__0__721__UZM__104__1__104__1_20251116
WAIK,1501,2,120,KPL__0__6454__RAIL__Rail_Xmas_Day_20251116,281__0__721__UZM__104__1__104__1_20251116
WAIK,1501,2,120,KPL__0__6454__RAIL__Rail_Xmas_Sun+Hol_20251116,281__0__721__UZM__104__1__104__1_20251116
8165,WATE1,2,0,130__1__122__TZM__432__1__432__1_20251116,HVL__1__2623__RAIL__Rail_MTuWThF-XHol_20251116
8165,WATE1,2,0,130__1__104__TZM__408__6__408__6_20251116,HVL__1__4607__RAIL__Rail_MTuWThF-XHol_20251116
8165,WATE1,2,0,130__1__104__TZM__408__3__408__3_20251116,HVL__1__4607__RAIL__Rail_MTuWThF-XHol_20251116
9525,TREN1,2,0,114__0__129__TZM__526__526_20251116,HVL__1__3855__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116
WAIK,1501,2,120,KPL__0__6232__RAIL__Rail_MTuWThF-XHol_20251116,281__0__113__UZM__4021__2__4021__2_20251116
8140,WATE1,2,0,160__1__448__TZM__406__5__406__5_20251116,HVL__1__3857__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
7730,7730,2,120,27__0__129__TZM__149__1__149__1_20251116,7__1__214__TZM__113__6__113__6_20251116
7730,7730,2,120,27__0__129__TZM__149__1__149__1_20251116,7__1__214__TZM__113__113_20251116
WAIK,1501,2,120,KPL__0__6214__RAIL__Rail_MTuWThF-XHol_20251116,280__0__111__UZM__4211__2__4211__2_20251116
PETO2,9001,2,0,HVL__0__2628__RAIL__Rail_MTuWThF-XHol_20251116,150__0__115__TZM__402__6__402__6_20251116
PETO2,9001,2,0,HVL__0__2628__RAIL__Rail_MTuWThF-XHol_20251116,150__0__115__TZM__402__3__402__3_20251116
PETO2,9001,2,0,MEL__0__5614__RAIL__Rail_MTuWThF-XHol_20251116,150__0__115__TZM__402__6__402__6_20251116
PETO2,9001,2,0,MEL__0__5614__RAIL__Rail_MTuWThF-XHol_20251116,150__0__115__TZM__402__3__402__3_20251116
PETO2,9001,2,0,HVL__0__3822__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116,150__0__115__TZM__402__3__402__3_20251116
WATE2,9140,2,0,HVL__0__3844__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116,170__0__151__TZM__602__4__602__4_20251116
2003,PORI1,2,0,226__0__423__TZM__302__1__302__1_20251116,KPL__1__6431__RAIL__Rail_SaSu_+_Hol_20251116
PORI2,2001,2,0,KPL__0__6338__RAIL__Rail_MTuWThF-XHol_20251116,210__0__135__TZM__317__317_20251116
PORI2,2001,2,0,KPL__0__8218__RAIL__Rail_MTuWThF-XHol_20251116,210__0__135__TZM__317__317_20251116
8251,TAIT1,2,0,120__1__706__TZM__402__2__402__2_20251116,HVL__1__3823__RAIL__Rail_Xmas_Sun+Hol_20251116
PARA2,1004,2,0,KPL__0__6244__RAIL__Rail_MTuWThF-XHol_20251116,250__0__143__UZM__4022__2__4022__2_20251116
2003,PORI1,2,0,220__1__200__TZM__303__6__303__6_20251116,KPL__1__6351__RAIL__Rail_MTuWThF-XHol_20251116
2001,PORI1,2,0,220__0__207__TZM__304__7__304__7_20251116,KPL__1__6351__RAIL__Rail_MTuWThF-XHol_20251116
2001,PORI1,2,0,220__0__207__TZM__304__8__304__8_20251116,KPL__1__6351__RAIL__Rail_MTuWThF-XHol_20251116
8165,WATE1,2,0,150__1__104__TZM__414__414_20251116,HVL__1__3909__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116
8165,WATE1,2,0,130__1__192__TZM__412__5__412__5_20251116,HVL__1__3857__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116
8580,UPPE,2,240,111__0__435__TZM__503__4__503__4_20251116,HVL__1__3843__RAIL__Rail_SaSu_+_Hol_20251116
8140,WATE1,2,0,160__1__106__TZM__609__1__609__1_20251116,HVL__1__4607__RAIL__Rail_MTuWThF-XHol_20251116
8140,WATE1,2,0,160__1__106__TZM__609__2__609__2_20251116,HVL__1__4607__RAIL__Rail_MTuWThF-XHol_20251116
1006,PARA1,2,0,262__1__718__UZM__115__3__115__3_20251116,KPL__1__6455__RAIL__Rail_Xmas_Day_20251116
TAIT2,9251,2,0,HVL__0__3868__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116,120__0__213__TZM__431__2__431__2_20251116
TAIT2,9251,2,0,HVL__0__3660__RAIL__Rail_MTuWThF-XHol_20251116,120__0__213__TZM__431__1__431__1_20251116
TAIT2,9251,2,0,HVL__0__3660__RAIL__Rail_MTuWThF-XHol_20251116,120__0__213__TZM__431__2__431__2_20251116
9001,PETO1,2,0,150__1__400__TZM__404__4__404__4_20251116,HVL__1__3811__RAIL__Rail_SaSu_+_Hol_20251116
8580,UPPE,2,240,110__1__118__TZM__516__1__516__1_20251116,HVL__1__2617__RAIL__Rail_MTuWThF-XHol_20251116
2001,PORI1,2,0,220__0__449__TZM__302__1__302__1_20251116,KPL__1__6455__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
2003,PORI1,2,0,220__1__448__TZM__311__311_20251116,KPL__1__6455__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
2002,PORI1,2,0,230__1__428__TZM__304__6__304__6_20251116,KPL__1__6463__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
2003,PORI1,2,0,226__0__423__TZM__302__1__302__1_20251116,KPL__1__6431__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
8580,UPPE,2,240,111__0__129__TZM__505__5__505__5_20251116,HVL__1__3835__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116
2003,PORI1,2,0,210__1__114__TZM__315__315_20251116,KPL__1__6229__RAIL__Rail_MTuWThF-XHol_20251116
2001,PORI1,2,0,220__0__459__TZM__312__4__312__4_20251116,KPL__1__6465__RAIL__Rail_Xmas_Sat_20251116
2003,PORI1,2,0,220__1__456__TZM__303__1__303__1_20251116,KPL__1__6465__RAIL__Rail_Xmas_Sat_20251116
8140,WATE1,2,0,170__0__409__TZM__601__4__601__4_20251116,HVL__1__3817__RAIL__Rail_Xmas_Sat_20251116
PORI2,2001,2,0,KPL__0__6448__RAIL__Rail_Xmas_Day_20251116,210__0__715__TZM__301__3__301__3_20251116
PORI2,2001,2,0,KPL__0__6448__RAIL__Rail_Xmas_Sun+Hol_20251116,210__0__715__TZM__301__3__301__3_20251116
PORI2,2001,2,0,KPL__0__6448__RAIL__Rail_SaSu_+_Hol_20251116,210__0__715__TZM__301__3__301__3_20251116
8165,WATE1,2,0,130__1__100__TZM__429__1__429__1_20251116,HVL__1__4603__RAIL__Rail_MTuWThF-XHol_20251116
8165,WATE1,2,0,130__1__100__TZM__429__429_20251116,HVL__1__4603__RAIL__Rail_MTuWThF-XHol_20251116
PARA2,1005,2,0,KPL__0__6430__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116,261__0__409__UZM__718__1__718__1_20251116
PARA2,1005,2,0,KPL__0__6430__RAIL__Rail_Xmas_Sat_20251116,261__0__409__UZM__718__1__718__1_20251116
PARA2,1005,2,0,KPL__0__6430__RAIL__Rail_SaSu_+_Hol_20251116,261__0__409__UZM__718__1__718__1_20251116
2003,PORI1,2,0,210__1__710__TZM__301__3__301__3_20251116,KPL__1__6431__RAIL__Rail_Xmas_Sun+Hol_20251116
UPPE,8579,2,240,HVL__0__3620__RAIL__Rail_MTuWThF-XHol_20251116,110__0__163__TZM__527__1__527__1_20251116
9001,PETO1,2,0,150__1__154__TZM__415__5__415__5_20251116,HVL__1__3645__RAIL__Rail_MTuWThF-XHol_20251116
