stop_pattern_id,stop_id,stop_sequence,timepoint
25_1_20251005,5498,22,0
25_1_20251005,6001,23,1
25_1_20251005,5502,24,0
25_1_20251005,5506,25,0
25_1_20251005,5508,26,0
25_1_20251005,5510,27,0
25_1_20251005,6708,28,0
25_1_20251005,6710,29,0
25_1_20251005,6711,30,1
25_1_20251005,6782,31,0
25_1_20251005,6784,32,0
25_1_20251005,6785,33,0
25_1_20251005,6786,34,1
25_1_20251005,6787,35,0
25_1_20251005,6788,36,0
25_1_20251005,5940,37,0
25_1_20251005,5941,38,0
25_1_20251005,5942,39,0
25_1_20251005,5943,40,0
25_1_20251005,5944,41,0
25_1_20251005,5945,42,0
25_1_20251005,5946,43,0
25_1_20251005,4947,44,1
25_0_20251005,4947,0,1
25_0_20251005,4946,1,0
25_0_20251005,4945,2,0
25_0_20251005,4944,3,0
25_0_20251005,4943,4,0
25_0_20251005,4942,5,0
25_0_20251005,4941,6,0
25_0_20251005,4940,7,0
25_0_20251005,7788,8,0
25_0_20251005,7787,9,0
25_0_20251005,7786,10,1
25_0_20251005,7785,11,0
25_0_20251005,7784,12,0
25_0_20251005,7782,13,0
25_0_20251005,7711,14,0
25_0_20251005,7709,15,1
25_0_20251005,7708,16,0
25_0_20251005,5008,17,0
25_0_20251005,5010,18,0
25_0_20251005,5012,19,0
25_0_20251005,5014,20,0
25_0_20251005,5016,21,1
25_0_20251005,5018,22,0
25_0_20251005,5020,23,0
25_0_20251005,5024,24,0
25_0_20251005,5026,25,0
25_0_20251005,5401,26,0
25_0_20251005,5402,27,0
25_0_20251005,5403,28,0
25_0_20251005,5404,29,0
25_0_20251005,5405,30,0
25_0_20251005,5406,31,0
25_0_20251005,5407,32,0
25_0_20251005,5408,33,0
25_0_20251005,5409,34,0
25_0_20251005,5410,35,0
25_0_20251005,5411,36,0
25_0_20251005,5412,37,0
25_0_20251005,5413,38,0
25_0_20251005,5414,39,0
25_0_20251005,5415,40,0
25_0_20251005,5416,41,0
25_0_20251005,5417,42,0
25_0_20251005,5418,43,0
25_0_20251005,5534,44,0
25_0_20251005,4419,45,1
3_0_20251005,5500,0,1
3_0_20251005,5502,1,0
3_0_20251005,5506,2,0
3_0_20251005,5508,3,0
3_0_20251005,5510,4,0
3_0_20251005,5513,5,0
3_0_20251005,6910,6,0
3_0_20251005,6911,7,0
3_0_20251005,6912,8,0
3_0_20251005,6913,9,0
3_0_20251005,6914,10,1
3_0_20251005,6915,11,0
3_0_20251005,6917,12,0
3_0_20251005,6918,13,0
3_0_20251005,6055,14,1
3_0_20251005,6019,15,0
3_0_20251005,6021,16,0
3_0_20251005,6022,17,0
3_0_20251005,6023,18,0
3_0_20251005,6024,19,0
3_0_20251005,6025,20,0
3_0_20251005,6026,21,0
3_0_20251005,6224,22,1
3_0_20251005,6327,23,0
3_0_20251005,6328,24,0
3_0_20251005,6330,25,0
3_0_20251005,6332,26,0
3_0_20251005,6333,27,0
3_0_20251005,6334,28,0
3_0_20251005,6335,29,0
3_0_20251005,6336,30,0
3_0_20251005,6337,31,0
3_0_20251005,7338,32,1
3_0_20251005,7346,33,0
3_0_20251005,7345,34,1
3_1_20251005,6345,0,1
3_1_20251005,6346,1,0
3_1_20251005,7338,2,1
3_1_20251005,7337,3,0
3_1_20251005,7336,4,0
3_1_20251005,7334,5,0
3_1_20251005,7333,6,0
3_1_20251005,7332,7,0
3_1_20251005,7330,8,0
3_1_20251005,7328,9,0
3_1_20251005,7327,10,0
3_1_20251005,7026,11,1
3_1_20251005,7025,12,0
3_1_20251005,7024,13,0
3_1_20251005,7023,14,0
3_1_20251005,7022,15,0
3_1_20251005,7021,16,0
3_1_20251005,7020,17,0
3_1_20251005,7019,18,0
3_1_20251005,7018,19,0
3_1_20251005,7017,20,1
3_1_20251005,7918,21,0
3_1_20251005,7917,22,0
3_1_20251005,7915,23,0
3_1_20251005,7914,24,1
3_1_20251005,7913,25,0
3_1_20251005,7912,26,0
3_1_20251005,7911,27,0
3_1_20251005,7910,28,0
3_1_20251005,5515,29,0
3_1_20251005,5006,30,0
3_1_20251005,5008,31,0
3_1_20251005,5010,32,0
3_1_20251005,5012,33,0
3_1_20251005,5011,34,0
3_1_20251005,5016,35,1
774_1_20251005,7163,0,1
774_1_20251005,7162,1,0
774_1_20251005,7161,2,0
774_1_20251005,7160,3,0
774_1_20251005,7158,4,1
774_1_20251005,7157,5,0
774_1_20251005,7156,6,0
774_1_20251005,7155,7,0
774_1_20251005,7153,8,0
774_1_20251005,7152,9,0
774_1_20251005,7151,10,0
774_1_20251005,7150,11,0
774_1_20251005,7149,12,0
774_1_20251005,7148,13,0
774_1_20251005,7147,14,0
774_1_20251005,7146,15,0
774_1_20251005,7145,16,0
774_1_20251005,7144,17,0
774_1_20251005,7143,18,0
774_1_20251005,7142,19,0
774_1_20251005,7141,20,0
774_1_20251005,7140,21,0
774_1_20251005,7101,22,0
774_1_20251005,7138,23,0
774_1_20251005,7137,24,0
774_1_20251005,7136,25,0
774_1_20251005,7133,26,0
774_1_20251005,7132,27,0
774_1_20251005,7131,28,0
774_1_20251005,7129,29,0
774_1_20251005,7128,30,0
774_1_20251005,7126,31,0
774_1_20251005,7124,32,0
774_1_20251005,7123,33,1
774_1_20251005,7920,34,0
774_1_20251005,6021,35,0
774_1_20251005,6022,36,0
774_1_20251005,6553,37,1
774_1_20251005,6224,38,0
774_1_20251005,7343,39,1
291_1_20251005,1501,0,1
291_1_20251005,1710,1,1
291_1_20251005,1956,2,1
291_1_20251005,2010,3,1
121_0_20251005,9731,0,1
121_0_20251005,9732,1,0
121_0_20251005,9733,2,0
121_0_20251005,9735,3,0
121_0_20251005,8782,4,0
121_0_20251005,8781,5,0
121_0_20251005,8700,6,0
121_0_20251005,8780,7,0
121_0_20251005,8779,8,0
121_0_20251005,8704,9,0
121_0_20251005,8178,10,0
121_0_20251005,8177,11,0
121_0_20251005,8176,12,0
121_0_20251005,8175,13,0
121_0_20251005,8174,14,0
121_0_20251005,8173,15,0
121_0_20251005,8172,16,0
121_0_20251005,8171,17,0
121_0_20251005,8180,18,0
121_0_20251005,8170,19,0
121_0_20251005,8148,20,0
121_0_20251005,8169,21,0
121_0_20251005,8167,22,0
121_0_20251005,8166,23,0
121_0_20251005,8165,24,1
121_0_20251005,8164,25,0
121_0_20251005,8163,26,0
121_0_20251005,8161,27,0
121_0_20251005,9115,28,1
121_0_20251005,9101,29,0
121_0_20251005,9102,30,0
121_0_20251005,9223,31,1
121_0_20251005,9224,32,0
121_0_20251005,9225,33,0
121_0_20251005,9226,34,0
121_0_20251005,9227,35,0
121_0_20251005,8207,36,0
121_0_20251005,9260,37,0
121_0_20251005,9290,38,0
121_0_20251005,8289,39,1
121_0_20251005,9290,40,0
121_0_20251005,9285,41,0
121_0_20251005,9292,42,0
121_0_20251005,9293,43,0
121_0_20251005,9294,44,0
121_0_20251005,9296,45,0
121_0_20251005,9297,46,1
121_0_20251005,9298,47,0
121_0_20251005,9299,48,0
121_0_20251005,9361,49,0
121_0_20251005,9303,50,0
121_0_20251005,9305,51,0
121_0_20251005,9306,52,0
121_0_20251005,9308,53,0
121_0_20251005,9309,54,0
121_0_20251005,9310,55,0
121_0_20251005,9312,56,0
121_0_20251005,9313,57,0
121_0_20251005,9314,58,0
121_0_20251005,9315,59,0
121_0_20251005,9316,60,0
121_0_20251005,9368,61,1
121_0_20251005,8366,62,0
121_0_20251005,9321,63,0
121_0_20251005,9322,64,0
121_0_20251005,8365,65,0
121_0_20251005,8364,66,1
121_0_20251005,8329,67,0
121_0_20251005,9323,68,0
121_0_20251005,9324,69,0
121_0_20251005,9325,70,0
121_0_20251005,9326,71,0
121_0_20251005,9327,72,0
121_0_20251005,9328,73,0
121_0_20251005,9329,74,0
121_0_20251005,8363,75,0
121_0_20251005,9332,76,1
121_0_20251005,9333,77,0
121_0_20251005,9337,78,0
121_0_20251005,9336,79,0
121_0_20251005,8335,80,1
121_0_20251005,8332,81,1
121_1_20251005,9332,0,1
121_1_20251005,8335,1,1
121_1_20251005,8334,2,0
121_1_20251005,8336,3,0
121_1_20251005,8333,4,0
121_1_20251005,8332,5,1
121_1_20251005,8331,6,0
121_1_20251005,9363,7,0
121_1_20251005,8329,8,0
121_1_20251005,8328,9,0
121_1_20251005,8327,10,0
121_1_20251005,8326,11,0
121_1_20251005,8325,12,0
121_1_20251005,8324,13,0
121_1_20251005,8323,14,0
121_1_20251005,8322,15,0
121_1_20251005,8321,16,0
121_1_20251005,8364,17,1
121_1_20251005,9366,18,1
121_1_20251005,9367,19,0
121_1_20251005,8315,20,0
121_1_20251005,8313,21,0
121_1_20251005,8312,22,0
121_1_20251005,8311,23,0
121_1_20251005,8310,24,0
121_1_20251005,8309,25,0
121_1_20251005,8307,26,0
121_1_20251005,8306,27,0
121_1_20251005,8305,28,0
121_1_20251005,8304,29,0
121_1_20251005,8303,30,0
121_1_20251005,8360,31,0
121_1_20251005,8299,32,0
121_1_20251005,8298,33,0
121_1_20251005,8297,34,1
121_1_20251005,8296,35,0
121_1_20251005,8295,36,0
121_1_20251005,8294,37,0
121_1_20251005,8293,38,0
121_1_20251005,8292,39,0
121_1_20251005,8285,40,0
121_1_20251005,8291,41,0
121_1_20251005,8290,42,0
121_1_20251005,8289,43,1
121_1_20251005,8260,44,0
121_1_20251005,8259,45,0
121_1_20251005,9207,46,0
121_1_20251005,8227,47,0
121_1_20251005,8226,48,0
121_1_20251005,8225,49,0
121_1_20251005,8224,50,0
121_1_20251005,8123,51,1
121_1_20251005,8102,52,0
121_1_20251005,8101,53,0
121_1_20251005,8116,54,0
121_1_20251005,9130,55,1
121_1_20251005,9131,56,0
121_1_20251005,9163,57,0
121_1_20251005,9164,58,0
121_1_20251005,9165,59,1
121_1_20251005,9166,60,0
121_1_20251005,9168,61,0
121_1_20251005,9169,62,0
121_1_20251005,9148,63,0
121_1_20251005,9170,64,0
121_1_20251005,9180,65,0
121_1_20251005,9171,66,0
121_1_20251005,9172,67,0
121_1_20251005,9173,68,0
121_1_20251005,9174,69,0
121_1_20251005,9175,70,0
121_1_20251005,9176,71,0
121_1_20251005,9177,72,0
121_1_20251005,9178,73,0
121_1_20251005,9779,74,0
121_1_20251005,9780,75,0
121_1_20251005,9700,76,0
121_1_20251005,9781,77,0
121_1_20251005,9782,78,0
121_1_20251005,8735,79,0
121_1_20251005,8734,80,0
121_1_20251005,8733,81,0
121_1_20251005,8732,82,0
121_1_20251005,8731,83,1
505_1_20251005,1535,0,1
505_1_20251005,1537,1,0
505_1_20251005,1604,2,0
505_1_20251005,1606,3,0
505_1_20251005,1608,4,0
505_1_20251005,1610,5,0
505_1_20251005,1612,6,0
505_1_20251005,1614,7,0
505_1_20251005,1616,8,0
505_1_20251005,1618,9,0
505_1_20251005,1620,10,0
505_1_20251005,1560,11,0
505_1_20251005,1562,12,0
505_1_20251005,1564,13,0
505_1_20251005,1566,14,0
505_1_20251005,1568,15,0
505_1_20251005,1570,16,0
505_1_20251005,1572,17,0
505_1_20251005,1574,18,0
505_1_20251005,1576,19,0
505_1_20251005,1578,20,0
505_1_20251005,1519,21,1
505_1_20251005,1596,22,0
505_1_20251005,1515,23,1
505_1_20251005,1102,24,0
505_1_20251005,1200,25,0
505_1_20251005,1203,26,1
HVL_1_20251005,UPPE,0,1
HVL_1_20251005,WALL,1,1
HVL_1_20251005,TREN,2,1
HVL_1_20251005,HERE,3,1
HVL_1_20251005,SILV,4,1
HVL_1_20251005,MANO,5,1
HVL_1_20251005,POMA,6,1
HVL_1_20251005,TAIT,7,1
HVL_1_20251005,WING,8,1
HVL_1_20251005,NAEN,9,1
HVL_1_20251005,EPUN,10,1
HVL_1_20251005,WATE,11,1
HVL_1_20251005,WOBU,12,1
HVL_1_20251005,AVA,13,1
HVL_1_20251005,PETO,14,1
HVL_1_20251005,NGAU,15,1
HVL_1_20251005,WELL,16,1
204_0_20251005,4500,0,1
204_0_20251005,4502,1,0
204_0_20251005,4504,2,1
204_0_20251005,4506,3,0
204_0_20251005,4508,4,0
204_0_20251005,4510,5,1
204_0_20251005,1822,6,0
204_0_20251005,4520,7,1
204_0_20251005,4522,8,0
204_0_20251005,4524,9,0
204_0_20251005,4526,10,1
HVL_0_20251005,WELL,0,1
HVL_0_20251005,NGAU,1,1
HVL_0_20251005,PETO,2,1
HVL_0_20251005,AVA,3,1
HVL_0_20251005,WOBU,4,1
HVL_0_20251005,WATE,5,1
HVL_0_20251005,EPUN,6,1
HVL_0_20251005,NAEN,7,1
HVL_0_20251005,WING,8,1
HVL_0_20251005,TAIT,9,1
HVL_0_20251005,POMA,10,1
HVL_0_20251005,MANO,11,1
HVL_0_20251005,SILV,12,1
HVL_0_20251005,HERE,13,1
HVL_0_20251005,TREN,14,1
HVL_0_20251005,WALL,15,1
HVL_0_20251005,UPPE,16,1
955_0_20251005,8546,0,1
955_0_20251005,8361,1,0
955_0_20251005,9361,2,0
955_0_20251005,9362,3,0
955_0_20251005,9363,4,0
955_0_20251005,8329,5,0
955_0_20251005,8322,6,0
955_0_20251005,8321,7,0
955_0_20251005,9366,8,0
955_0_20251005,9367,9,0
955_0_20251005,9368,10,0
955_0_20251005,9369,11,0
955_0_20251005,9370,12,0
955_0_20251005,9371,13,0
955_0_20251005,9372,14,0
955_0_20251005,9373,15,0
955_0_20251005,9374,16,0
955_0_20251005,9375,17,0
955_0_20251005,9376,18,0
955_0_20251005,8377,19,1
170_0_20251005,9130,0,1
170_0_20251005,9131,1,0
170_0_20251005,9132,2,0
170_0_20251005,9135,3,0
170_0_20251005,9136,4,0
170_0_20251005,9140,5,1
170_0_20251005,9142,6,0
170_0_20251005,9143,7,0
170_0_20251005,9144,8,0
170_0_20251005,9145,9,0
170_0_20251005,9146,10,0
170_0_20251005,9147,11,1
170_0_20251005,9748,12,0
170_0_20251005,9901,13,0
170_0_20251005,9902,14,0
170_0_20251005,9903,15,0
170_0_20251005,9904,16,0
170_0_20251005,9905,17,1
170_0_20251005,9906,18,0
170_0_20251005,9907,19,0
170_0_20251005,9908,20,0
170_0_20251005,9909,21,0
170_0_20251005,9910,22,0
170_0_20251005,9911,23,1
170_0_20251005,9918,24,0
170_0_20251005,9919,25,0
170_0_20251005,9920,26,0
170_0_20251005,8921,27,1
170_0_20251005,8920,28,0
170_0_20251005,8919,29,0
170_0_20251005,8918,30,0
170_0_20251005,9912,31,0
170_0_20251005,9913,32,0
170_0_20251005,9915,33,0
170_0_20251005,9916,34,1
170_0_20251005,9917,35,0
170_0_20251005,8911,36,1
170_0_20251005,8910,37,0
170_0_20251005,8909,38,0
170_0_20251005,8908,39,0
170_0_20251005,8907,40,0
170_0_20251005,8905,41,1
170_0_20251005,8904,42,0
170_0_20251005,8903,43,0
170_0_20251005,8902,44,0
170_0_20251005,8901,45,0
170_0_20251005,8748,46,0
170_0_20251005,8147,47,1
170_0_20251005,8146,48,0
170_0_20251005,8145,49,0
170_0_20251005,8143,50,0
170_0_20251005,8142,51,0
170_0_20251005,8140,52,1
170_0_20251005,8136,53,0
170_0_20251005,8135,54,0
170_0_20251005,8160,55,0
170_0_20251005,9130,56,1
955_1_20251005,8377,0,1
955_1_20251005,8376,1,0
955_1_20251005,8375,2,0
955_1_20251005,8374,3,0
955_1_20251005,8373,4,0
955_1_20251005,8372,5,0
955_1_20251005,8371,6,0
955_1_20251005,8370,7,0
955_1_20251005,8369,8,0
955_1_20251005,8366,9,0
955_1_20251005,9321,10,0
955_1_20251005,9322,11,0
955_1_20251005,9329,12,0
955_1_20251005,8363,13,0
955_1_20251005,8362,14,0
955_1_20251005,9360,15,0
955_1_20251005,9461,16,0
955_1_20251005,9462,17,0
955_1_20251005,9463,18,0
955_1_20251005,9464,19,0
955_1_20251005,9465,20,0
955_1_20251005,9466,21,0
955_1_20251005,9567,22,0
955_1_20251005,9568,23,0
955_1_20251005,9569,24,0
955_1_20251005,9548,25,1
KPL_0_20251005,WELL,0,1
KPL_0_20251005,TAKA,1,1
KPL_0_20251005,REDW,2,1
KPL_0_20251005,TAWA,3,1
KPL_0_20251005,LIND,4,1
KPL_0_20251005,KENE,5,1
KPL_0_20251005,PORI,6,1
KPL_0_20251005,PARE,7,1
KPL_0_20251005,MANA,8,1
KPL_0_20251005,PLIM,9,1
KPL_0_20251005,PUKE,10,1
KPL_0_20251005,PAEK,11,1
KPL_0_20251005,PARA,12,1
KPL_0_20251005,WAIK,13,1
204_1_20251005,4526,0,1
204_1_20251005,4524,1,0
204_1_20251005,4522,2,0
204_1_20251005,4520,3,1
204_1_20251005,1922,4,0
204_1_20251005,4510,5,1
204_1_20251005,4508,6,0
204_1_20251005,4506,7,0
204_1_20251005,1922,8,1
204_1_20251005,1921,9,0
204_1_20251005,1920,10,1
204_1_20251005,4504,11,1
204_1_20251005,4502,12,0
204_1_20251005,4500,13,1
KPL_1_20251005,WAIK,0,1
KPL_1_20251005,PARA,1,1
KPL_1_20251005,PAEK,2,1
KPL_1_20251005,PUKE,3,1
KPL_1_20251005,PLIM,4,1
KPL_1_20251005,MANA,5,1
KPL_1_20251005,PARE,6,1
KPL_1_20251005,PORI,7,1
KPL_1_20251005,KENE,8,1
KPL_1_20251005,LIND,9,1
KPL_1_20251005,TAWA,10,1
KPL_1_20251005,REDW,11,1
KPL_1_20251005,TAKA,12,1
KPL_1_20251005,WELL,13,1
13_1_20251005,4936,0,1
13_1_20251005,4935,1,0
13_1_20251005,4934,2,0
13_1_20251005,4932,3,0
13_1_20251005,4931,4,0
13_1_20251005,4930,5,0
13_1_20251005,4929,6,0
13_1_20251005,4928,7,0
13_1_20251005,4927,8,0
13_1_20251005,4926,9,0
13_1_20251005,4925,10,0
13_1_20251005,4924,11,0
13_1_20251005,4923,12,0
13_1_20251005,4922,13,0
13_1_20251005,4921,14,0
13_1_20251005,4320,15,0
13_1_20251005,4319,16,1
13_1_20251005,4317,17,0
13_1_20251005,4316,18,0
13_1_20251005,4315,19,0
13_1_20251005,4313,20,0
13_1_20251005,4312,21,0
13_1_20251005,4311,22,0
13_1_20251005,5519,23,0
13_1_20251005,5520,24,1
784_1_20251005,5503,0,1
784_1_20251005,5098,1,0
784_1_20251005,6212,2,0
784_1_20251005,6213,3,0
784_1_20251005,6214,4,0
784_1_20251005,6215,5,0
784_1_20251005,6216,6,0
784_1_20251005,6217,7,1
784_1_20251005,6218,8,0
784_1_20251005,6219,9,0
784_1_20251005,6220,10,0
784_1_20251005,6221,11,0
784_1_20251005,7035,12,1
13_0_20251005,5520,0,1
13_0_20251005,5012,1,0
13_0_20251005,5015,2,0
13_0_20251005,5312,3,0
13_0_20251005,5313,4,1
13_0_20251005,5315,5,0
13_0_20251005,5316,6,0
13_0_20251005,5317,7,0
13_0_20251005,5318,8,0
13_0_20251005,5319,9,1
13_0_20251005,5920,10,0
13_0_20251005,5921,11,0
13_0_20251005,5922,12,0
13_0_20251005,5923,13,0
13_0_20251005,5924,14,0
13_0_20251005,5925,15,0
13_0_20251005,5926,16,0
13_0_20251005,5927,17,0
13_0_20251005,5928,18,0
13_0_20251005,5929,19,0
13_0_20251005,5930,20,0
13_0_20251005,5931,21,0
13_0_20251005,5932,22,0
13_0_20251005,5933,23,0
13_0_20251005,5934,24,0
13_0_20251005,5935,25,0
13_0_20251005,4936,26,1
784_0_20251005,7035,0,1
784_0_20251005,7215,1,0
784_0_20251005,7214,2,1
784_0_20251005,7213,3,0
784_0_20251005,7212,4,0
784_0_20251005,6509,5,0
784_0_20251005,5016,6,1
281_0_20251005,1501,0,1
281_0_20251005,1626,1,0
281_0_20251005,1627,2,0
281_0_20251005,1628,3,0
281_0_20251005,1629,4,1
281_0_20251005,1631,5,0
281_0_20251005,1634,6,0
281_0_20251005,1500,7,1
281_0_20251005,1630,8,0
281_0_20251005,1517,9,0
281_0_20251005,1580,10,0
281_0_20251005,1582,11,0
281_0_20251005,1584,12,0
281_0_20251005,1586,13,0
281_0_20251005,1588,14,0
281_0_20251005,1590,15,0
281_0_20251005,1591,16,0
281_0_20251005,1593,17,0
281_0_20251005,1595,18,1
281_0_20251005,1597,19,0
281_0_20251005,1592,20,0
281_0_20251005,1594,21,0
281_0_20251005,1596,22,0
281_0_20251005,1501,23,1
111_0_20251005,8546,0,1
111_0_20251005,9570,1,0
111_0_20251005,9571,2,0
111_0_20251005,8574,3,1
111_0_20251005,9573,4,0
111_0_20251005,9574,5,0
111_0_20251005,9575,6,0
111_0_20251005,8579,7,1
111_0_20251005,8576,8,0
111_0_20251005,9538,9,0
111_0_20251005,9539,10,0
111_0_20251005,9583,11,0
111_0_20251005,9584,12,0
111_0_20251005,9501,13,0
111_0_20251005,9502,14,0
111_0_20251005,8511,15,1
111_0_20251005,8510,16,0
111_0_20251005,8509,17,0
111_0_20251005,8508,18,0
111_0_20251005,8507,19,0
111_0_20251005,8506,20,0
111_0_20251005,8505,21,0
111_0_20251005,8504,22,1
111_0_20251005,8503,23,0
111_0_20251005,8502,24,0
111_0_20251005,8501,25,0
111_0_20251005,8584,26,0
111_0_20251005,8582,27,0
111_0_20251005,8580,28,1
111_0_20251005,8574,29,1
111_0_20251005,8572,30,0
111_0_20251005,8571,31,0
111_0_20251005,8570,32,0
111_0_20251005,9548,33,1
769_0_20251005,6553,0,1
769_0_20251005,7223,1,0
769_0_20251005,7222,2,0
769_0_20251005,7221,3,0
769_0_20251005,7220,4,0
769_0_20251005,7219,5,0
769_0_20251005,7218,6,0
769_0_20251005,6010,7,1
769_0_20251005,7912,8,0
769_0_20251005,7911,9,0
769_0_20251005,7909,10,0
769_0_20251005,7908,11,0
769_0_20251005,7907,12,0
769_0_20251005,5914,13,0
769_0_20251005,5915,14,0
769_0_20251005,5916,15,0
769_0_20251005,5917,16,0
769_0_20251005,5918,17,0
769_0_20251005,5319,18,0
769_0_20251005,5920,19,0
769_0_20251005,5921,20,0
769_0_20251005,5922,21,0
769_0_20251005,5923,22,0
769_0_20251005,5924,23,0
769_0_20251005,5925,24,0
769_0_20251005,5926,25,0
769_0_20251005,5927,26,0
769_0_20251005,5928,27,0
769_0_20251005,5929,28,0
769_0_20251005,5930,29,0
769_0_20251005,5931,30,0
769_0_20251005,5932,31,0
769_0_20251005,5933,32,0
769_0_20251005,5934,33,0
769_0_20251005,5935,34,0
769_0_20251005,5129,35,0
769_0_20251005,5135,36,0
769_0_20251005,4136,37,1
36_0_20251005,5500,0,1
36_0_20251005,5502,1,0
36_0_20251005,5506,2,0
36_0_20251005,5508,3,0
36_0_20251005,5510,4,0
36_0_20251005,5513,5,0
36_0_20251005,5514,6,0
36_0_20251005,5516,7,1
36_0_20251005,6212,8,0
36_0_20251005,6213,9,0
36_0_20251005,6214,10,0
36_0_20251005,6215,11,0
36_0_20251005,6216,12,0
36_0_20251005,6217,13,1
36_0_20251005,6218,14,0
36_0_20251005,6219,15,0
36_0_20251005,6220,16,0
36_0_20251005,6221,17,0
36_0_20251005,6222,18,0
36_0_20251005,6223,19,0
36_0_20251005,6224,20,1
36_0_20251005,6327,21,0
36_0_20251005,6328,22,0
36_0_20251005,6330,23,0
36_0_20251005,6332,24,0
36_0_20251005,6333,25,0
36_0_20251005,6334,26,0
36_0_20251005,6335,27,0
36_0_20251005,6336,28,0
36_0_20251005,6337,29,0
36_0_20251005,7338,30,1
38x_1_20251005,7099,0,1
38x_1_20251005,7098,1,0
38x_1_20251005,7097,2,0
38x_1_20251005,7096,3,0
38x_1_20251005,7095,4,0
38x_1_20251005,7094,5,0
38x_1_20251005,7093,6,0
38x_1_20251005,7092,7,0
38x_1_20251005,7303,8,0
38x_1_20251005,7304,9,0
38x_1_20251005,7294,10,0
38x_1_20251005,7300,11,0
38x_1_20251005,7301,12,0
38x_1_20251005,7089,13,0
38x_1_20251005,7088,14,0
38x_1_20251005,7087,15,0
38x_1_20251005,7083,16,1
38x_1_20251005,7080,17,0
38x_1_20251005,7224,18,1
38x_1_20251005,5000,19,0
38x_1_20251005,5002,20,0
38x_1_20251005,5515,21,0
38x_1_20251005,5006,22,0
38x_1_20251005,5008,23,0
38x_1_20251005,5010,24,0
38x_1_20251005,5012,25,0
38x_1_20251005,5014,26,0
38x_1_20251005,5111,27,0
38x_1_20251005,5112,28,0
38x_1_20251005,5113,29,1
36_1_20251005,7338,0,1
36_1_20251005,7337,1,0
36_1_20251005,7336,2,0
36_1_20251005,7334,3,0
36_1_20251005,7333,4,0
36_1_20251005,7332,5,0
36_1_20251005,7330,6,0
36_1_20251005,7328,7,0
36_1_20251005,7327,8,0
36_1_20251005,7224,9,1
36_1_20251005,7223,10,0
36_1_20251005,7222,11,0
36_1_20251005,7221,12,0
36_1_20251005,7220,13,0
36_1_20251005,7219,14,0
36_1_20251005,7218,15,0
36_1_20251005,7217,16,1
36_1_20251005,7216,17,0
36_1_20251005,7215,18,0
36_1_20251005,7214,19,0
36_1_20251005,7213,20,0
36_1_20251005,7212,21,0
36_1_20251005,5000,22,1
36_1_20251005,5002,23,0
36_1_20251005,5515,24,0
36_1_20251005,5006,25,0
36_1_20251005,5008,26,0
36_1_20251005,5010,27,0
36_1_20251005,5012,28,0
36_1_20251005,5011,29,0
36_1_20251005,5016,30,1
38x_0_20251005,5500,0,1
38x_0_20251005,5502,1,0
38x_0_20251005,5506,2,0
38x_0_20251005,5508,3,0
38x_0_20251005,5510,4,0
38x_0_20251005,5513,5,0
38x_0_20251005,5514,6,0
38x_0_20251005,5516,7,1
38x_0_20251005,6224,8,1
38x_0_20251005,6080,9,0
38x_0_20251005,6081,10,1
38x_0_20251005,6087,11,0
38x_0_20251005,6088,12,0
38x_0_20251005,6089,13,0
38x_0_20251005,6301,14,0
38x_0_20251005,7310,15,0
38x_0_20251005,6302,16,0
38x_0_20251005,6304,17,0
38x_0_20251005,6303,18,0
38x_0_20251005,6092,19,0
38x_0_20251005,6093,20,0
38x_0_20251005,6094,21,0
38x_0_20251005,6095,22,0
38x_0_20251005,6096,23,0
38x_0_20251005,6097,24,0
38x_0_20251005,6098,25,0
38x_0_20251005,6099,26,0
38x_0_20251005,7099,27,1
59_0_20251005,3915,0,1
59_0_20251005,3919,1,0
59_0_20251005,3555,2,0
59_0_20251005,3909,3,0
59_0_20251005,3556,4,1
59_0_20251005,3951,5,1
59_0_20251005,3910,6,0
59_0_20251005,3558,7,0
59_0_20251005,3560,8,0
59_0_20251005,3562,9,0
59_0_20251005,3563,10,0
59_0_20251005,3564,11,0
59_0_20251005,3566,12,0
59_0_20251005,3569,13,0
59_0_20251005,3570,14,0
59_0_20251005,3572,15,0
59_0_20251005,3573,16,0
59_0_20251005,3574,17,1
59_0_20251005,3575,18,0
59_0_20251005,3576,19,0
59_0_20251005,3577,20,0
59_0_20251005,3579,21,0
59_0_20251005,3580,22,0
59_0_20251005,3581,23,0
59_0_20251005,3582,24,0
59_0_20251005,3584,25,0
59_0_20251005,3586,26,0
59_0_20251005,3587,27,0
59_0_20251005,3588,28,0
59_0_20251005,3931,29,1
59_0_20251005,3590,30,0
59_0_20251005,3591,31,0
59_0_20251005,3592,32,0
59_0_20251005,3594,33,0
59_0_20251005,3595,34,0
59_0_20251005,3596,35,0
59_0_20251005,3597,36,0
59_0_20251005,3598,37,0
59_0_20251005,3599,38,1
59_1_20251005,3699,0,1
59_1_20251005,3698,1,0
59_1_20251005,3697,2,0
59_1_20251005,3696,3,0
59_1_20251005,3695,4,0
59_1_20251005,3694,5,0
59_1_20251005,3692,6,0
59_1_20251005,3691,7,0
59_1_20251005,3690,8,0
59_1_20251005,3935,9,1
59_1_20251005,3688,10,0
59_1_20251005,3687,11,0
59_1_20251005,3686,12,0
59_1_20251005,3684,13,0
59_1_20251005,3682,14,0
59_1_20251005,3681,15,0
59_1_20251005,3680,16,0
59_1_20251005,3679,17,0
59_1_20251005,3677,18,0
