stop_pattern_id,stop_id,stop_sequence,timepoint
737_1_20251005,4327,5,1
737_1_20251005,4325,6,0
737_1_20251005,4324,7,0
737_1_20251005,4323,8,0
737_1_20251005,4322,9,0
737_1_20251005,4321,10,0
737_1_20251005,4320,11,0
737_1_20251005,4319,12,1
737_1_20251005,4918,13,0
737_1_20251005,4917,14,0
737_1_20251005,4916,15,0
737_1_20251005,4915,16,1
737_1_20251005,6906,17,0
737_1_20251005,6908,18,0
737_1_20251005,6909,19,0
737_1_20251005,6013,20,0
737_1_20251005,6010,21,1
445_0_20251005,2031,0,1
445_0_20251005,2164,1,0
445_0_20251005,2166,2,0
445_0_20251005,2168,3,0
445_0_20251005,2170,4,0
445_0_20251005,2172,5,0
445_0_20251005,2174,6,0
445_0_20251005,2176,7,0
445_0_20251005,2178,8,0
445_0_20251005,2005,9,0
445_0_20251005,2001,10,1
677_0_20251005,4333,0,1
677_0_20251005,4381,1,0
677_0_20251005,4320,2,0
677_0_20251005,4319,3,0
677_0_20251005,4918,4,0
677_0_20251005,4917,5,0
677_0_20251005,4916,6,0
677_0_20251005,4915,7,0
677_0_20251005,6906,8,0
677_0_20251005,6908,9,0
677_0_20251005,6710,10,0
677_0_20251005,6711,11,0
677_0_20251005,6712,12,0
677_0_20251005,6713,13,0
677_0_20251005,6714,14,0
677_0_20251005,6715,15,0
677_0_20251005,6716,16,0
677_0_20251005,6718,17,0
677_0_20251005,6719,18,0
677_0_20251005,6720,19,1
677_0_20251005,6721,20,0
677_0_20251005,6722,21,0
677_0_20251005,6723,22,0
677_0_20251005,6724,23,0
677_0_20251005,6725,24,0
677_0_20251005,6726,25,0
677_0_20251005,6727,26,0
677_0_20251005,6728,27,0
677_0_20251005,6729,28,0
677_0_20251005,6730,29,1
677_0_20251005,6732,30,0
677_0_20251005,7755,31,0
677_0_20251005,7748,32,0
677_0_20251005,6746,33,0
677_0_20251005,6417,34,0
677_0_20251005,6418,35,0
677_0_20251005,6419,36,0
677_0_20251005,6125,37,0
677_0_20251005,6126,38,0
677_0_20251005,6128,39,0
677_0_20251005,6129,40,0
677_0_20251005,6131,41,0
677_0_20251005,6132,42,0
677_0_20251005,6133,43,0
677_0_20251005,6134,44,0
677_0_20251005,6158,45,1
654_0_20251005,6010,0,1
654_0_20251005,6015,1,0
654_0_20251005,6055,2,0
654_0_20251005,6119,3,0
654_0_20251005,6120,4,0
654_0_20251005,6121,5,0
654_0_20251005,6122,6,1
654_0_20251005,6123,7,0
654_0_20251005,6124,8,0
654_0_20251005,6125,9,0
654_0_20251005,6126,10,0
654_0_20251005,6128,11,0
654_0_20251005,6129,12,0
654_0_20251005,6131,13,0
654_0_20251005,6132,14,0
654_0_20251005,6133,15,0
654_0_20251005,6136,16,0
654_0_20251005,6137,17,0
654_0_20251005,6139,18,0
654_0_20251005,6101,19,0
654_0_20251005,6140,20,0
654_0_20251005,6141,21,0
654_0_20251005,6142,22,0
654_0_20251005,6143,23,0
654_0_20251005,6144,24,0
654_0_20251005,6145,25,0
654_0_20251005,6146,26,0
654_0_20251005,6149,27,0
654_0_20251005,6150,28,0
654_0_20251005,6151,29,0
654_0_20251005,6152,30,0
654_0_20251005,6153,31,0
654_0_20251005,6155,32,0
654_0_20251005,6156,33,0
654_0_20251005,6157,34,0
654_0_20251005,6158,35,1
230_0_20251005,2002,0,1
230_0_20251005,2006,1,0
230_0_20251005,2008,2,0
230_0_20251005,2012,3,0
230_0_20251005,2024,4,0
230_0_20251005,2783,5,1
230_0_20251005,2786,6,0
230_0_20251005,2788,7,0
230_0_20251005,2789,8,0
230_0_20251005,2777,9,0
230_0_20251005,2771,10,0
230_0_20251005,2702,11,0
230_0_20251005,2142,12,0
230_0_20251005,2144,13,0
230_0_20251005,2704,14,0
230_0_20251005,2706,15,0
230_0_20251005,2530,16,1
230_0_20251005,2532,17,0
230_0_20251005,2534,18,0
230_0_20251005,2536,19,0
230_0_20251005,2538,20,0
230_0_20251005,2540,21,0
230_0_20251005,2544,22,0
230_0_20251005,2546,23,0
230_0_20251005,2548,24,1
230_1_20251005,2548,0,1
230_1_20251005,2550,1,0
230_1_20251005,2552,2,0
230_1_20251005,2554,3,0
230_1_20251005,2556,4,0
230_1_20251005,2558,5,0
230_1_20251005,2560,6,0
230_1_20251005,2562,7,0
230_1_20251005,2564,8,0
230_1_20251005,2566,9,1
230_1_20251005,2774,10,0
230_1_20251005,2776,11,0
230_1_20251005,2128,12,0
230_1_20251005,2778,13,0
230_1_20251005,2780,14,0
230_1_20251005,2773,15,0
230_1_20251005,2779,16,0
230_1_20251005,2769,17,0
230_1_20251005,2785,18,0
230_1_20251005,2781,19,1
230_1_20251005,2026,20,0
230_1_20251005,2028,21,0
230_1_20251005,2030,22,0
230_1_20251005,2002,23,1
677_1_20251005,7158,0,1
677_1_20251005,7134,1,0
677_1_20251005,7133,2,0
677_1_20251005,7132,3,0
677_1_20251005,7131,4,0
677_1_20251005,7129,5,0
677_1_20251005,7128,6,0
677_1_20251005,7126,7,0
677_1_20251005,7418,8,0
677_1_20251005,7417,9,0
677_1_20251005,7918,10,0
677_1_20251005,7746,11,0
677_1_20251005,6748,12,0
677_1_20251005,6755,13,0
677_1_20251005,7732,14,0
677_1_20251005,7731,15,0
677_1_20251005,7730,16,1
677_1_20251005,7729,17,0
677_1_20251005,7728,18,0
677_1_20251005,7726,19,0
677_1_20251005,7725,20,0
677_1_20251005,7724,21,0
677_1_20251005,7723,22,0
677_1_20251005,7722,23,0
677_1_20251005,7721,24,0
677_1_20251005,7700,25,1
677_1_20251005,7719,26,0
677_1_20251005,7718,27,0
677_1_20251005,7716,28,0
677_1_20251005,7715,29,0
677_1_20251005,7714,30,0
677_1_20251005,7713,31,0
677_1_20251005,7712,32,0
677_1_20251005,7711,33,0
677_1_20251005,7907,34,0
677_1_20251005,5914,35,0
677_1_20251005,5915,36,0
677_1_20251005,5916,37,0
677_1_20251005,5917,38,0
677_1_20251005,5918,39,0
677_1_20251005,5319,40,0
677_1_20251005,5380,41,0
677_1_20251005,5381,42,0
677_1_20251005,4333,43,1
616_0_20251005,5311,0,1
616_0_20251005,4113,1,1
616_0_20251005,5312,2,0
616_0_20251005,5313,3,0
616_0_20251005,5315,4,0
616_0_20251005,5316,5,0
616_0_20251005,5317,6,0
616_0_20251005,5318,7,0
616_0_20251005,5319,8,1
616_0_20251005,5320,9,0
616_0_20251005,5321,10,0
616_0_20251005,5322,11,0
616_0_20251005,5323,12,0
616_0_20251005,5324,13,0
616_0_20251005,5325,14,0
616_0_20251005,5327,15,0
616_0_20251005,5328,16,0
616_0_20251005,5329,17,0
616_0_20251005,5330,18,0
616_0_20251005,5331,19,0
616_0_20251005,5332,20,1
HX_1_20251005,7923,0,1
HX_1_20251005,7922,1,0
HX_1_20251005,7920,2,0
HX_1_20251005,7019,3,0
HX_1_20251005,7018,4,0
HX_1_20251005,7017,5,1
HX_1_20251005,6509,6,0
HX_1_20251005,5016,7,1
26_1_20251005,3808,0,1
26_1_20251005,3825,1,0
26_1_20251005,3810,2,0
26_1_20251005,5469,3,0
26_1_20251005,4459,4,0
26_1_20251005,5534,5,0
26_1_20251005,4419,6,1
26_1_20251005,4418,7,0
26_1_20251005,4417,8,0
26_1_20251005,4416,9,0
26_1_20251005,4457,10,0
26_1_20251005,4456,11,0
26_1_20251005,4455,12,0
26_1_20251005,4454,13,0
26_1_20251005,4453,14,0
26_1_20251005,4451,15,0
26_1_20251005,4450,16,0
26_1_20251005,4449,17,0
26_1_20251005,4448,18,0
26_1_20251005,4447,19,0
26_1_20251005,4406,20,0
26_1_20251005,4405,21,0
26_1_20251005,4404,22,0
26_1_20251005,4403,23,0
26_1_20251005,4402,24,0
26_1_20251005,5486,25,1
26_1_20251005,5488,26,0
26_1_20251005,5492,27,0
26_1_20251005,5496,28,0
26_1_20251005,5498,29,0
26_1_20251005,5499,30,0
26_1_20251005,5519,31,0
26_1_20251005,5520,32,1
290_0_20251005,1002,0,1
290_0_20251005,1100,1,0
290_0_20251005,1501,2,1
290_0_20251005,1596,3,0
290_0_20251005,1702,4,0
290_0_20251005,1705,5,0
290_0_20251005,1708,6,0
290_0_20251005,1710,7,1
290_0_20251005,1712,8,0
290_0_20251005,1714,9,0
290_0_20251005,1716,10,1
290_0_20251005,1718,11,0
290_0_20251005,1720,12,0
290_0_20251005,1722,13,0
290_0_20251005,1724,14,0
290_0_20251005,1726,15,1
290_0_20251005,1728,16,0
290_0_20251005,1729,17,0
290_0_20251005,1731,18,0
290_0_20251005,1733,19,0
290_0_20251005,1735,20,0
290_0_20251005,1730,21,1
290_0_20251005,1765,22,1
290_0_20251005,1759,23,0
290_0_20251005,1738,24,0
290_0_20251005,1740,25,0
290_0_20251005,1742,26,0
290_0_20251005,1744,27,0
290_0_20251005,1746,28,0
290_0_20251005,1748,29,0
290_0_20251005,1750,30,1
290_0_20251005,1751,31,0
290_0_20251005,1754,32,0
290_0_20251005,1755,33,0
290_0_20251005,1756,34,0
290_0_20251005,1758,35,0
290_0_20251005,1760,36,0
290_0_20251005,1762,37,0
290_0_20251005,1732,38,1
290_0_20251005,1734,39,0
290_0_20251005,1736,40,0
290_0_20251005,1737,41,0
290_0_20251005,1741,42,0
290_0_20251005,1743,43,0
290_0_20251005,1730,44,1
290_0_20251005,1768,45,0
290_0_20251005,1770,46,0
290_0_20251005,1772,47,0
290_0_20251005,1712,48,0
290_0_20251005,1714,49,1
290_0_20251005,1716,50,0
290_0_20251005,1718,51,0
290_0_20251005,1720,52,0
290_0_20251005,1722,53,0
290_0_20251005,1774,54,1
290_0_20251005,1776,55,0
290_0_20251005,1782,56,0
290_0_20251005,1785,57,0
290_0_20251005,1501,58,1
290_0_20251005,1001,59,1
290_0_20251005,1002,60,1
26_0_20251005,5520,0,1
26_0_20251005,5012,1,0
26_0_20251005,5014,2,0
26_0_20251005,5016,3,0
26_0_20251005,5018,4,0
26_0_20251005,5020,5,0
26_0_20251005,5024,6,0
26_0_20251005,5026,7,0
26_0_20251005,5401,8,1
26_0_20251005,5402,9,0
26_0_20251005,5403,10,0
26_0_20251005,5404,11,0
26_0_20251005,5405,12,0
26_0_20251005,5446,13,0
26_0_20251005,5447,14,0
26_0_20251005,5448,15,0
26_0_20251005,5449,16,0
26_0_20251005,5450,17,0
26_0_20251005,5451,18,0
26_0_20251005,5453,19,0
26_0_20251005,5454,20,0
26_0_20251005,5455,21,0
26_0_20251005,5456,22,0
26_0_20251005,5457,23,0
26_0_20251005,5416,24,0
26_0_20251005,5417,25,0
26_0_20251005,5418,26,0
26_0_20251005,5534,27,0
26_0_20251005,4419,28,1
313_1_20251005,1820,0,1
313_1_20251005,1822,1,0
313_1_20251005,1825,2,0
313_1_20251005,0004,3,0
313_1_20251005,1827,4,0
313_1_20251005,1830,5,1
313_1_20251005,1831,6,0
313_1_20251005,1832,7,0
313_1_20251005,1833,8,0
313_1_20251005,1834,9,0
313_1_20251005,1835,10,0
313_1_20251005,1836,11,0
313_1_20251005,1837,12,0
313_1_20251005,1838,13,0
313_1_20251005,1839,14,0
313_1_20251005,1828,15,0
313_1_20251005,0005,16,0
313_1_20251005,1840,17,0
313_1_20251005,1841,18,0
313_1_20251005,1842,19,0
313_1_20251005,1843,20,0
313_1_20251005,1844,21,1
313_1_20251005,1880,22,0
313_1_20251005,1881,23,1
313_0_20251005,1881,0,1
313_0_20251005,1962,1,0
313_0_20251005,1941,2,0
313_0_20251005,1940,3,0
313_0_20251005,0005,4,0
313_0_20251005,1928,5,0
313_0_20251005,1939,6,0
313_0_20251005,1938,7,0
313_0_20251005,1937,8,0
313_0_20251005,1936,9,0
313_0_20251005,1935,10,0
313_0_20251005,1933,11,0
313_0_20251005,1932,12,0
313_0_20251005,1931,13,0
313_0_20251005,1930,14,0
313_0_20251005,1930,15,1
313_0_20251005,1927,16,0
313_0_20251005,0004,17,0
313_0_20251005,1925,18,0
313_0_20251005,1922,19,0
313_0_20251005,1921,20,0
313_0_20251005,1920,21,0
313_0_20251005,1919,22,0
313_0_20251005,1917,23,0
313_0_20251005,0003,24,0
313_0_20251005,1916,25,0
313_0_20251005,1915,26,0
313_0_20251005,1811,27,1
HX_0_20251005,5500,0,1
HX_0_20251005,5098,1,0
HX_0_20251005,6017,2,1
4_0_20251005,4936,0,1
4_0_20251005,4935,1,0
4_0_20251005,4934,2,0
4_0_20251005,4932,3,0
4_0_20251005,4931,4,0
4_0_20251005,4930,5,0
4_0_20251005,4929,6,0
4_0_20251005,4928,7,0
4_0_20251005,4927,8,0
4_0_20251005,4926,9,0
4_0_20251005,4925,10,0
4_0_20251005,4924,11,0
4_0_20251005,4923,12,0
4_0_20251005,4922,13,0
4_0_20251005,4921,14,0
4_0_20251005,4320,15,0
4_0_20251005,4319,16,1
4_0_20251005,4918,17,0
4_0_20251005,4917,18,0
4_0_20251005,4916,19,0
4_0_20251005,4915,20,1
4_0_20251005,4914,21,0
4_0_20251005,4913,22,0
4_0_20251005,4912,23,0
4_0_20251005,4911,24,0
4_0_20251005,5502,25,1
4_0_20251005,5506,26,0
4_0_20251005,5508,27,0
4_0_20251005,5510,28,0
4_0_20251005,5513,29,0
4_0_20251005,5514,30,0
4_0_20251005,5516,31,1
4_0_20251005,6012,32,0
4_0_20251005,6013,33,0
4_0_20251005,6014,34,0
4_0_20251005,6015,35,0
4_0_20251005,6055,36,1
4_0_20251005,6019,37,0
4_0_20251005,6021,38,0
4_0_20251005,6022,39,0
4_0_20251005,6023,40,0
4_0_20251005,6024,41,0
4_0_20251005,6025,42,0
4_0_20251005,6026,43,0
4_0_20251005,6224,44,1
4_0_20251005,6027,45,0
4_0_20251005,6028,46,0
4_0_20251005,6080,47,0
4_0_20251005,6081,48,1
4_0_20251005,6087,49,0
4_0_20251005,6088,50,0
4_0_20251005,6089,51,0
4_0_20251005,6301,52,0
4_0_20251005,7310,53,0
4_0_20251005,6302,54,0
4_0_20251005,6304,55,0
4_0_20251005,6303,56,0
4_0_20251005,6092,57,0
4_0_20251005,6093,58,0
4_0_20251005,6094,59,0
4_0_20251005,6095,60,0
4_0_20251005,6096,61,0
4_0_20251005,6097,62,0
4_0_20251005,6098,63,0
4_0_20251005,6099,64,0
4_0_20251005,7099,65,1
775_0_20251005,6553,0,1
775_0_20251005,7025,1,1
775_0_20251005,7024,2,0
775_0_20251005,7023,3,0
775_0_20251005,7022,4,0
775_0_20251005,7021,5,0
775_0_20251005,7020,6,0
775_0_20251005,6920,7,0
775_0_20251005,6123,8,0
775_0_20251005,6124,9,0
775_0_20251005,6125,10,0
775_0_20251005,6126,11,0
775_0_20251005,6128,12,0
775_0_20251005,6129,13,0
775_0_20251005,6131,14,0
775_0_20251005,6132,15,0
775_0_20251005,6133,16,0
775_0_20251005,6136,17,0
775_0_20251005,6137,18,0
775_0_20251005,6139,19,0
775_0_20251005,6101,20,0
775_0_20251005,6140,21,0
775_0_20251005,6141,22,0
775_0_20251005,6142,23,0
775_0_20251005,6143,24,0
775_0_20251005,6144,25,0
775_0_20251005,6145,26,0
775_0_20251005,6146,27,0
775_0_20251005,6147,28,0
775_0_20251005,6149,29,0
775_0_20251005,6150,30,0
775_0_20251005,6151,31,0
775_0_20251005,6152,32,0
775_0_20251005,6153,33,0
775_0_20251005,6155,34,0
775_0_20251005,6156,35,0
775_0_20251005,6157,36,0
775_0_20251005,6158,37,1
4_1_20251005,7099,0,1
4_1_20251005,7098,1,0
4_1_20251005,7097,2,0
4_1_20251005,7096,3,0
4_1_20251005,7095,4,0
4_1_20251005,7094,5,0
4_1_20251005,7093,6,0
4_1_20251005,7092,7,0
4_1_20251005,7303,8,0
4_1_20251005,7304,9,0
4_1_20251005,7294,10,0
4_1_20251005,7300,11,0
4_1_20251005,7301,12,0
4_1_20251005,7089,13,0
4_1_20251005,7088,14,0
4_1_20251005,7087,15,0
4_1_20251005,7083,16,1
4_1_20251005,7080,17,0
4_1_20251005,7028,18,0
4_1_20251005,7027,19,0
4_1_20251005,7026,20,1
4_1_20251005,7025,21,0
4_1_20251005,7024,22,0
4_1_20251005,7023,23,0
4_1_20251005,7022,24,0
4_1_20251005,7021,25,0
4_1_20251005,7020,26,0
4_1_20251005,7019,27,0
4_1_20251005,7018,28,0
4_1_20251005,7017,29,1
4_1_20251005,7015,30,0
4_1_20251005,7014,31,0
4_1_20251005,7013,32,0
4_1_20251005,7012,33,0
4_1_20251005,5000,34,1
4_1_20251005,5002,35,0
4_1_20251005,5515,36,0
4_1_20251005,5006,37,0
4_1_20251005,5008,38,0
4_1_20251005,5010,39,0
4_1_20251005,5012,40,0
4_1_20251005,5015,41,1
4_1_20251005,5911,42,0
4_1_20251005,5912,43,0
4_1_20251005,5913,44,0
4_1_20251005,5914,45,0
4_1_20251005,5915,46,1
4_1_20251005,5916,47,0
4_1_20251005,5917,48,0
4_1_20251005,5918,49,0
4_1_20251005,5319,50,1
4_1_20251005,5920,51,0
4_1_20251005,5921,52,0
4_1_20251005,5922,53,0
4_1_20251005,5923,54,0
4_1_20251005,5924,55,0
4_1_20251005,5925,56,0
4_1_20251005,5926,57,0
4_1_20251005,5927,58,0
4_1_20251005,5928,59,0
4_1_20251005,5929,60,0
4_1_20251005,5930,61,0
4_1_20251005,5931,62,0
4_1_20251005,5932,63,0
4_1_20251005,5933,64,0
4_1_20251005,5934,65,0
4_1_20251005,5935,66,1
120_1_20251005,8377,0,1
120_1_20251005,8376,1,0
120_1_20251005,8375,2,0
120_1_20251005,8374,3,0
120_1_20251005,8373,4,0
120_1_20251005,8372,5,0
120_1_20251005,8371,6,0
120_1_20251005,8370,7,0
120_1_20251005,8369,8,0
120_1_20251005,8366,9,0
120_1_20251005,8365,10,0
120_1_20251005,8364,11,0
120_1_20251005,8363,12,0
120_1_20251005,8362,13,0
120_1_20251005,8360,14,1
120_1_20251005,8256,15,0
120_1_20251005,8255,16,0
120_1_20251005,8254,17,0
120_1_20251005,8253,18,0
120_1_20251005,8251,19,1
120_1_20251005,8250,20,0
120_1_20251005,8249,21,0
120_1_20251005,8247,22,0
120_1_20251005,8246,23,0
120_1_20251005,8229,24,0
120_1_20251005,8228,25,0
120_1_20251005,8227,26,0
120_1_20251005,8226,27,0
120_1_20251005,8225,28,0
120_1_20251005,8224,29,0
120_1_20251005,8123,30,1
120_1_20251005,8122,31,0
120_1_20251005,8121,32,0
120_1_20251005,8118,33,0
120_1_20251005,8117,34,0
120_1_20251005,8116,35,0
120_1_20251005,8115,36,1
120_1_20251005,9135,37,0
120_1_20251005,9136,38,0
120_1_20251005,8152,39,0
120_1_20251005,9197,40,0
120_1_20251005,9199,41,1
120_0_20251005,9197,0,1
120_0_20251005,9199,1,1
120_0_20251005,9115,2,1
120_0_20251005,9117,3,0
120_0_20251005,9118,4,0
120_0_20251005,9121,5,0
120_0_20251005,9122,6,0
120_0_20251005,9223,7,1
120_0_20251005,9224,8,0
120_0_20251005,9225,9,0
120_0_20251005,9226,10,0
120_0_20251005,9227,11,0
120_0_20251005,9228,12,0
120_0_20251005,9245,13,0
120_0_20251005,9246,14,0
120_0_20251005,9247,15,0
120_0_20251005,9249,16,0
120_0_20251005,9250,17,0
120_0_20251005,9251,18,1
120_0_20251005,9253,19,0
120_0_20251005,9254,20,0
120_0_20251005,9255,21,0
120_0_20251005,9256,22,0
120_0_20251005,9257,23,0
120_0_20251005,9361,24,1
120_0_20251005,9362,25,0
120_0_20251005,9363,26,0
120_0_20251005,9364,27,0
120_0_20251005,9365,28,0
120_0_20251005,9377,29,0
120_0_20251005,9369,30,0
120_0_20251005,9370,31,0
120_0_20251005,9371,32,0
120_0_20251005,9372,33,0
120_0_20251005,9373,34,0
120_0_20251005,9374,35,0
120_0_20251005,9375,36,0
120_0_20251005,9376,37,0
120_0_20251005,8377,38,1
460_0_20251005,3927,0,1
460_0_20251005,2001,1,1
203_0_20251005,1855,0,1
203_0_20251005,1856,1,0
203_0_20251005,1851,2,0
203_0_20251005,1852,3,0
203_0_20251005,1853,4,0
203_0_20251005,1861,5,0
203_0_20251005,1862,6,0
203_0_20251005,1863,7,0
203_0_20251005,1865,8,0
203_0_20251005,1866,9,0
203_0_20251005,1868,10,1
203_0_20251005,1870,11,0
203_0_20251005,1871,12,0
203_0_20251005,1872,13,0
203_0_20251005,1873,14,0
203_0_20251005,1876,15,0
203_0_20251005,1777,16,0
203_0_20251005,1879,17,0
203_0_20251005,1874,18,0
203_0_20251005,1875,19,0
203_0_20251005,1877,20,0
203_0_20251005,1878,21,0
203_0_20251005,1855,22,1
725_1_20251005,7937,0,1
725_1_20251005,7936,1,0
725_1_20251005,7935,2,0
725_1_20251005,7934,3,0
725_1_20251005,7933,4,0
725_1_20251005,7932,5,0
725_1_20251005,7931,6,0
725_1_20251005,7939,7,0
725_1_20251005,6948,8,0
725_1_20251005,6949,9,0
725_1_20251005,6950,10,0
725_1_20251005,6951,11,0
725_1_20251005,6952,12,0
725_1_20251005,6954,13,0
725_1_20251005,7955,14,0
725_1_20251005,7954,15,0
725_1_20251005,7953,16,0
725_1_20251005,6956,17,0
725_1_20251005,6957,18,0
725_1_20251005,6958,19,0
725_1_20251005,6959,20,0
725_1_20251005,7133,21,0
725_1_20251005,7132,22,0
725_1_20251005,7131,23,0
725_1_20251005,7129,24,0
725_1_20251005,7128,25,0
725_1_20251005,7126,26,0
725_1_20251005,7124,27,0
725_1_20251005,7123,28,0
725_1_20251005,7121,29,0
725_1_20251005,7120,30,0
725_1_20251005,7018,31,0
725_1_20251005,7017,32,0
725_1_20251005,7015,33,0
725_1_20251005,7014,34,1
725_1_20251005,7013,35,0
725_1_20251005,7012,36,0
725_1_20251005,6212,37,0
725_1_20251005,6213,38,0
725_1_20251005,6214,39,0
725_1_20251005,6008,40,1
725_1_20251005,6010,41,1
680_1_20251005,3200,0,1
680_1_20251005,3202,1,0
680_1_20251005,3204,2,0
680_1_20251005,3206,3,0
680_1_20251005,3208,4,0
680_1_20251005,3210,5,0
680_1_20251005,3212,6,0
680_1_20251005,3214,7,0
680_1_20251005,3216,8,0
680_1_20251005,3218,9,0
680_1_20251005,3220,10,0
680_1_20251005,3222,11,0
680_1_20251005,3224,12,0
680_1_20251005,3226,13,0
680_1_20251005,3228,14,0
680_1_20251005,3230,15,0
680_1_20251005,3232,16,0
680_1_20251005,3234,17,0
680_1_20251005,3236,18,0
680_1_20251005,3238,19,0
680_1_20251005,3240,20,0
680_1_20251005,3242,21,0
680_1_20251005,3244,22,0
680_1_20251005,3246,23,0
680_1_20251005,3008,24,1
680_1_20251005,3837,25,1
N8_1_20251005,8115,0,1
N8_1_20251005,8113,1,0
N8_1_20251005,8112,2,0
N8_1_20251005,8111,3,0
N8_1_20251005,8110,4,0
N8_1_20251005,8009,5,0
N8_1_20251005,8008,6,0
N8_1_20251005,8007,7,0
N8_1_20251005,8006,8,0
N8_1_20251005,8005,9,1
N8_1_20251005,8004,10,0
N8_1_20251005,8003,11,0
N8_1_20251005,8002,12,0
N8_1_20251005,8001,13,0
N8_1_20251005,4113,14,0
N8_1_20251005,5500,15,0
N8_1_20251005,5502,16,0
N8_1_20251005,5506,17,0
N8_1_20251005,5508,18,0
N8_1_20251005,5510,19,0
N8_1_20251005,5513,20,0
N8_1_20251005,5514,21,0
N8_1_20251005,5516,22,1
264_0_20251005,1191,0,1
264_0_20251005,1194,1,0
264_0_20251005,1001,2,0
264_0_20251005,1002,3,1
264_0_20251005,1100,4,0
264_0_20251005,1062,5,0
264_0_20251005,1064,6,0
264_0_20251005,1068,7,0
264_0_20251005,1069,8,1
740_0_20251005,6011,0,1
740_0_20251005,7912,1,0
740_0_20251005,7911,2,0
740_0_20251005,7909,3,0
740_0_20251005,7908,4,0
740_0_20251005,7907,5,0
740_0_20251005,5914,6,0
740_0_20251005,5915,7,1
740_0_20251005,5916,8,0
740_0_20251005,5917,9,0
740_0_20251005,5918,10,0
740_0_20251005,5319,11,1
740_0_20251005,5320,12,0
740_0_20251005,5321,13,0
740_0_20251005,5322,14,0
740_0_20251005,5323,15,0
740_0_20251005,5324,16,0
740_0_20251005,5325,17,0
740_0_20251005,5327,18,0
740_0_20251005,5328,19,0
740_0_20251005,5329,20,0
740_0_20251005,5330,21,0
740_0_20251005,5331,22,0
740_0_20251005,5332,23,1
264_1_20251005,1069,0,1
264_1_20251005,1070,1,0
264_1_20251005,1072,2,0
264_1_20251005,1001,3,1
264_1_20251005,1002,4,1
264_1_20251005,1100,5,0
264_1_20251005,1102,6,0
264_1_20251005,1105,7,1
627_0_20251005,3466,0,1
627_0_20251005,3468,1,0
627_0_20251005,3470,2,0
627_0_20251005,3472,3,0
627_0_20251005,3474,4,0
627_0_20251005,3476,5,0
627_0_20251005,3478,6,0
627_0_20251005,3480,7,0
627_0_20251005,3482,8,0
627_0_20251005,3010,9,0
627_0_20251005,3012,10,0
627_0_20251005,3014,11,0
627_0_20251005,3016,12,0
627_0_20251005,3018,13,0
627_0_20251005,3020,14,0
627_0_20251005,3022,15,0
627_0_20251005,3024,16,0
627_0_20251005,3026,17,0
627_0_20251005,3028,18,0
627_0_20251005,3030,19,0
627_0_20251005,3034,20,0
627_0_20251005,3036,21,0
627_0_20251005,3038,22,0
627_0_20251005,3040,23,1
627_1_20251005,3050,0,1
627_1_20251005,3052,1,0
627_1_20251005,3054,2,0
627_1_20251005,3056,3,0
627_1_20251005,3058,4,0
627_1_20251005,3060,5,0
627_1_20251005,3062,6,0
627_1_20251005,3064,7,0
627_1_20251005,3066,8,0
627_1_20251005,3068,9,0
627_1_20251005,3070,10,0
627_1_20251005,3072,11,0
627_1_20251005,3074,12,0
627_1_20251005,3076,13,0
627_1_20251005,3078,14,0
627_1_20251005,3080,15,0
627_1_20251005,3400,16,0
627_1_20251005,3500,17,0
627_1_20251005,3502,18,0
627_1_20251005,3504,19,0
627_1_20251005,3506,20,0
627_1_20251005,3508,21,0
627_1_20251005,3510,22,0
627_1_20251005,3512,23,0
627_1_20251005,3514,24,0
627_1_20251005,3466,25,1
226_0_20251005,2324,0,1
226_0_20251005,2326,1,0
226_0_20251005,2328,2,0
226_0_20251005,2330,3,0
226_0_20251005,2332,4,0
226_0_20251005,2334,5,0
226_0_20251005,2336,6,0
226_0_20251005,2338,7,0
226_0_20251005,2340,8,0
226_0_20251005,2342,9,1
226_0_20251005,2344,10,0
226_0_20251005,2346,11,0
226_0_20251005,2348,12,0
226_0_20251005,2350,13,0
226_0_20251005,2352,14,0
226_0_20251005,2354,15,0
226_0_20251005,2356,16,0
226_0_20251005,2005,17,0
226_0_20251005,2001,18,1
226_0_20251005,2011,19,0
226_0_20251005,2006,20,0
226_0_20251005,2008,21,0
226_0_20251005,2012,22,0
226_0_20251005,2014,23,1
226_0_20251005,2801,24,0
226_0_20251005,2868,25,1
226_0_20251005,2870,26,0
226_0_20251005,2872,27,0
226_0_20251005,2874,28,0
226_0_20251005,2876,29,0
226_0_20251005,2878,30,0
226_0_20251005,2880,31,1
226_0_20251005,2881,32,0
226_0_20251005,2022,33,1
226_0_20251005,2026,34,0
226_0_20251005,2028,35,0
226_0_20251005,2030,36,0
226_0_20251005,2003,37,1
226_0_20251005,2011,38,0
226_0_20251005,2300,39,0
226_0_20251005,2301,40,0
226_0_20251005,2302,41,0
226_0_20251005,2304,42,0
226_0_20251005,2306,43,0
226_0_20251005,2308,44,0
226_0_20251005,2310,45,0
226_0_20251005,2312,46,0
226_0_20251005,2331,47,1
226_0_20251005,2323,48,0
226_0_20251005,2333,49,0
226_0_20251005,2335,50,0
226_0_20251005,2337,51,0
226_0_20251005,2321,52,0
226_0_20251005,2318,53,0
226_0_20251005,2320,54,0
226_0_20251005,2322,55,0
226_0_20251005,2324,56,1
280_0_20251005,1002,0,1
280_0_20251005,1100,1,0
280_0_20251005,1501,2,1
